"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004E","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015E","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M"
"id","Geographic Area Name","Total!!Estimate!!All households","Total!!Margin of Error!!All households","Total!!Estimate!!All households!!With earnings","Total!!Margin of Error!!All households!!With earnings","Total!!Estimate!!All households!!With interest, dividends, or net rental income","Total!!Margin of Error!!All households!!With interest, dividends, or net rental income","Total!!Estimate!!All households!!With Social Security income","Total!!Margin of Error!!All households!!With Social Security income","Total!!Estimate!!All households!!With Supplemental Security Income (SSI)","Total!!Margin of Error!!All households!!With Supplemental Security Income (SSI)","Total!!Estimate!!All households!!With cash public assistance income","Total!!Margin of Error!!All households!!With cash public assistance income","Total!!Estimate!!All households!!With retirement income","Total!!Margin of Error!!All households!!With retirement income","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT ALLOCATED!!Household income in the past 12 months","Total!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT ALLOCATED!!Family income in the past 12 months","Total!!Estimate!!PERCENT ALLOCATED!!Individual income in the past 12 months","Total!!Margin of Error!!PERCENT ALLOCATED!!Individual income in the past 12 months","Mean income (dollars)!!Estimate!!All households","Mean income (dollars)!!Margin of Error!!All households","Mean income (dollars)!!Estimate!!All households!!With earnings","Mean income (dollars)!!Margin of Error!!All households!!With earnings","Mean income (dollars)!!Estimate!!All households!!With interest, dividends, or net rental income","Mean income (dollars)!!Margin of Error!!All households!!With interest, dividends, or net rental income","Mean income (dollars)!!Estimate!!All households!!With Social Security income","Mean income (dollars)!!Margin of Error!!All households!!With Social Security income","Mean income (dollars)!!Estimate!!All households!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Margin of Error!!All households!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Estimate!!All households!!With cash public assistance income","Mean income (dollars)!!Margin of Error!!All households!!With cash public assistance income","Mean income (dollars)!!Estimate!!All households!!With retirement income","Mean income (dollars)!!Margin of Error!!All households!!With retirement income","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Mean income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Mean income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Mean income (dollars)!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT ALLOCATED!!Household income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT ALLOCATED!!Family income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT ALLOCATED!!Individual income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT ALLOCATED!!Individual income in the past 12 months"
"0500000US42001","Adams County, Pennsylvania","38125","1120","73.6","2.6","26.6","3.3","37.4","2.3","4.1","1.2","1.1","0.6","24.9","2.5","26243","1453","17.0","2.6","24.1","2.9","36.5","3.3","10.5","2.6","9.8","1.7","2.1","1.1","102180","*****","92.4","1.0","1.0","0.5","0.1","0.1","0.4","0.2","0.0","0.1","3.5","1.0","2.5","0.5","7.0","*****","89.3","0.1","30.2","(X)","30.6","(X)","23.6","(X)","72296","3576","72661","4356","10741","3996","20682","1061","9926","2476","3943","2439","26459","2797","83756","4630","49168","7087","70703","9495","103189","9753","73660","9989","113647","11843","86207","20640","28404","1370","29376","1400","19377","8800","N","N","19394","14753","N","N","10759","3269","22891","7274","14677","2792","29754","1488","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42003","Allegheny County, Pennsylvania","528892","4428","76.2","0.6","24.6","0.8","32.9","0.6","5.1","0.4","3.4","0.4","19.7","0.7","295807","5226","14.9","0.7","30.1","1.2","34.1","1.2","10.1","0.9","8.7","0.6","2.1","0.4","1225365","*****","80.2","0.2","12.6","0.3","0.1","0.1","3.5","0.1","0.0","0.1","0.4","0.1","3.1","0.4","2.0","*****","78.8","0.1","31.8","(X)","32.3","(X)","25.9","(X)","78027","1400","82720","1726","12424","1474","18791","336","9712","478","1959","266","20693","1022","99613","2079","50170","3228","75512","3865","133036","3806","83513","7187","152493","9581","113359","15986","34440","582","37618","667","20279","1112","17327","7154","31640","4260","N","N","25290","9998","14807","2233","27225","4161","37762","666","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42005","Armstrong County, Pennsylvania","26105","1046","69.7","2.3","21.5","2.5","43.1","2.5","8.3","2.1","2.9","1.3","26.2","2.7","17519","1102","21.1","3.4","30.1","3.2","29.3","3.9","9.6","3.1","7.5","2.5","2.4","2.0","66486","*****","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","35.7","(X)","38.0","(X)","30.0","(X)","60137","4302","63129","5589","9259","3012","18022","1010","10777","2736","1681","857","16002","1661","71921","5981","40619","4969","58295","9471","95700","12643","82222","15627","108244","15225","73553","35329","24805","1750","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42007","Beaver County, Pennsylvania","68811","1590","74.3","1.9","20.9","1.9","38.6","1.7","4.6","1.1","2.8","1.0","22.4","1.8","44810","1892","16.6","1.9","28.9","2.8","34.1","3.1","9.3","1.8","8.9","1.5","2.2","0.9","167429","*****","90.6","0.4","5.5","0.9","0.1","0.1","0.3","0.3","0.1","0.2","0.5","0.4","2.9","0.8","1.5","*****","89.6","0.1","34.4","(X)","33.6","(X)","27.5","(X)","69655","2711","72899","2947","9716","2165","19672","741","10582","1176","2485","837","18892","3092","83078","3257","45517","5080","61288","5533","107229","6490","80373","9530","133024","15305","86559","18045","29622","1021","30878","1114","21979","4582","N","N","N","N","N","N","N","N","8275","3147","23122","8618","30872","1109","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42011","Berks County, Pennsylvania","150402","2168","78.2","1.1","23.1","1.3","34.5","1.1","5.6","0.9","2.3","0.5","21.7","1.1","102478","2716","15.2","1.3","30.7","2.0","29.8","1.8","10.9","1.6","10.3","1.5","3.1","1.0","414812","*****","82.8","1.2","4.5","0.5","1.1","0.6","1.3","0.2","0.0","0.1","3.6","0.7","6.7","1.1","20.0","*****","72.6","0.2","37.1","(X)","37.4","(X)","29.2","(X)","76779","2703","76740","2891","17993","5466","19191","570","9362","840","1871","545","19749","1511","89282","3915","47744","4824","69082","6184","117101","9006","82255","7979","132267","9569","107878","25592","29321","1030","31916","1257","23420","4056","16582","5410","39035","11697","N","N","15710","2762","8620","1542","12323","1146","34566","1318","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42013","Blair County, Pennsylvania","51154","1222","69.9","2.3","17.9","2.0","41.8","2.6","5.9","1.3","3.6","1.0","24.0","2.2","32897","1547","19.2","2.4","30.8","3.2","30.1","3.7","10.7","2.5","6.5","1.6","2.7","1.2","124650","*****","95.6","0.4","2.0","0.4","0.0","0.1","0.7","0.1","0.2","0.3","0.3","0.4","1.2","0.4","1.2","*****","94.6","0.4","41.4","(X)","39.4","(X)","33.4","(X)","58867","4822","58037","2900","25846","20991","18543","895","8593","1267","1960","771","14604","1487","71014","6369","52755","25898","48713","5143","92524","7971","68988","8907","111194","11297","126192","27823","24821","1848","25240","1877","10957","4768","N","N","23492","14814","N","N","N","N","N","N","18653","12590","25277","1869","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42017","Bucks County, Pennsylvania","234126","2116","79.7","1.0","27.7","1.3","35.9","0.9","3.3","0.5","1.6","0.3","20.7","1.0","165984","3113","12.0","0.8","29.0","1.4","33.1","1.5","10.1","1.1","12.2","1.1","3.6","0.7","626399","*****","88.0","0.5","3.5","0.4","0.1","0.1","4.9","0.2","0.0","0.1","1.1","0.4","2.2","0.5","5.2","*****","84.3","0.3","37.1","(X)","37.0","(X)","28.5","(X)","106713","3131","108160","3111","21025","4041","21199","551","11250","1357","2951","738","26981","1489","124255","3532","62803","5562","102501","7110","150399","7246","113364","12519","169434","10357","141523","15660","40787","1161","42493","1222","32010","5734","16793","6783","33263","4196","N","N","15258","3669","18646","5545","20952","3187","43367","1257","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42019","Butler County, Pennsylvania","75472","1271","76.6","1.6","28.5","2.2","34.6","1.5","4.6","0.9","2.0","0.7","22.1","1.7","50214","1727","16.1","1.4","31.8","2.6","33.8","2.7","6.8","1.4","9.6","1.6","1.9","0.8","186847","*****","95.8","0.4","1.2","0.2","0.1","0.1","1.3","0.3","0.0","0.1","0.4","0.4","1.1","0.4","1.4","*****","94.8","0.2","32.6","(X)","31.8","(X)","27.4","(X)","88042","3473","92607","4492","11332","1988","20085","767","9312","1092","1926","605","23375","3058","105891","4816","51495","5743","92586","10030","127431","9275","105713","17133","162801","14657","120509","32237","35858","1357","35893","1371","43418","34286","N","N","45739","15754","N","N","N","N","25232","15511","27795","9734","35998","1373","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42021","Cambria County, Pennsylvania","56443","1390","68.1","2.0","22.3","1.9","42.3","2.0","6.7","1.3","3.1","0.8","28.5","2.1","35951","1621","22.3","2.8","31.5","2.8","27.8","2.4","8.1","1.7","9.3","1.8","1.0","0.5","134732","*****","93.6","0.4","2.4","0.8","0.0","0.1","0.4","0.2","0.1","0.1","0.4","0.2","3.1","0.8","1.6","*****","92.8","0.2","29.4","(X)","28.6","(X)","23.8","(X)","57562","2339","59969","3304","6646","2178","18738","803","8874","902","2094","589","18620","2316","70733","3320","44909","8079","56870","7225","94817","7095","64729","7317","109214","9171","102653","21270","24592","970","25476","1015","15782","9463","N","N","25948","17974","N","N","N","N","7244","3503","8887","3546","25588","1025","(X)","(X)","(X)","(X)","(X)","(X)"
