"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004E","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015E","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M"
"0500000US42025","Carbon County, Pennsylvania","25494","1321","70.5","3.8","25.1","3.3","40.2","3.3","9.3","3","3","1.3","24.6","3.4","16734","1410","16.8","3.8","26.1","4.5","33.1","5.3","10.8","2.9","10.9","3.7","2.3","1.9","63960","*****","96.2","0.4","2","0.5","0","0.1","0.6","0.2","0","0.2","0.3","0.3","0.9","0.5","4.2","*****","92.3","0.3","29.1","(X)","31.4","(X)","24.4","(X)","65242","4267","66892","5700","11782","6576","18971","1441","12896","1443","1752","971","18471","2733","76840","5405","46002","9601","60200","8276","95976","9999","56476","8671","125388","26177","79634","16423","26057","1614","26557","1607","5403","5335","N","N","51732","42743","N","N","N","N","6825","6619","18832","7120","26849","1583","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42027","Centre County, Pennsylvania","56116","1893","80.2","2.4","28","2.7","27.3","2","3","0.9","1.3","0.7","20.6","2","31681","1916","13.3","2","32","3.8","35.8","4.1","7.5","2.4","9.3","2.3","2.2","1","160580","*****","87.4","0.6","4.3","0.2","0","0.1","5.8","0.4","0.1","0.1","1.1","0.5","1.2","0.4","3","*****","85.5","0.5","29.8","(X)","29.8","(X)","33.5","(X)","73000","4517","70108","4558","13057","4445","20215","1061","12831","2247","N","N","28362","3852","95247","6606","60935","9145","80737","12788","110992","11819","98366","16834","126748","12856","113873","30730","26895","1353","28191","1546","18653","6418","N","N","17268","4215","N","N","21615","10868","14549","6197","15131","7105","28563","1586","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42029","Chester County, Pennsylvania","188121","1788","83.2","0.9","33.2","1.7","28.3","1","2.8","0.6","1.2","0.3","18.3","0.9","134796","3081","10.7","0.9","29.4","1.9","39.3","2","8.4","1.2","10.5","0.9","1.7","0.4","515939","*****","85.8","0.5","5.7","0.4","0.1","0.1","5.1","0.2","0","0.1","1.1","0.4","2.2","0.5","7.3","*****","80.1","0.1","32.4","(X)","32","(X)","25.6","(X)","120114","3283","121007","3702","19417","2247","22163","600","11901","1150","2961","1077","28951","2907","139013","3731","74147","6442","113231","6975","168325","6502","114124","12606","187719","12065","137156","26570","44919","1182","46698","1276","26781","3410","14628","15917","53985","7883","N","N","24842","10251","12625","5427","18946","2699","48710","1294","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42033","Clearfield County, Pennsylvania","30929","1153","67.4","2.3","19.7","2.5","41.3","2.7","8.7","1.9","4.5","1.4","22.8","2.2","20504","1140","22","2.9","29.9","3.5","31.8","3.7","6.2","1.8","8.9","2","1.2","0.8","80994","*****","94.8","0.5","2.5","0.7","0.4","0.1","0.3","0.2","0","0.1","0.1","0.2","1.9","0.8","2.9","*****","93","0.1","34.1","(X)","33.4","(X)","29.7","(X)","54258","3072","58543","3697","9829","5177","18416","858","9341","1096","1564","491","14873","1562","64383","3911","36385","4171","51738","7289","83928","7953","66330","7575","103246","9858","76653","24020","21738","1235","22673","1276","5580","3907","N","N","N","N","N","N","N","N","N","N","4637","2573","22987","1283","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42037","Columbia County, Pennsylvania","25810","1192","71.6","2.5","22.2","3.2","37.3","3.6","5.9","2.1","1.6","0.9","20.7","2.7","16243","1233","21.5","3.1","27.9","4.3","29.8","4.1","8.1","2.3","12","2.9","0.8","0.5","66672","*****","95.6","0.5","1.8","0.3","0","0.1","1.5","0.2","0","0.2","0.2","0.3","0.8","0.5","2.7","*****","93.2","0.1","28.4","(X)","27.8","(X)","21.6","(X)","58483","3291","63051","4933","8858","2550","17738","1185","5501","1269","2995","1988","17818","1975","71618","4783","35046","6189","61534","14464","90362","6689","68123","15512","113491","20956","117115","20095","22955","1393","22926","1404","N","N","N","N","N","N","N","N","N","N","N","N","N","N","23378","1414","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42039","Crawford County, Pennsylvania","35781","1256","72.3","2.1","23.9","2","38.3","1.9","6.9","1.5","2.8","1","20.7","1.8","24424","1184","18.9","2.4","33.8","3.3","28.3","2.7","11.7","3","6.1","1.4","1.1","0.5","86484","*****","95.2","0.2","1.8","0.4","0","0.1","0.7","0.1","0","0.1","0.5","0.2","1.7","0.4","1.3","*****","94.9","0.1","35.5","(X)","34.6","(X)","28.3","(X)","57529","2928","56717","3166","14107","4796","19114","894","10268","1387","1445","597","17335","1699","66000","3317","38208","4854","54998","6142","83018","3686","71407","11869","116576","26564","101582","30750","23633","1199","24375","1219","11007","6987","N","N","9805","4457","N","N","18444","8214","2991","1692","16763","6208","24351","1224","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42041","Cumberland County, Pennsylvania","97200","1605","78.7","1.6","29.8","2.1","33.1","1.6","2.9","0.8","1.5","0.6","24.7","1.6","63734","2564","14.5","1.5","28.9","2.5","36.1","2.4","8.1","1.8","10.6","1.6","1.9","0.7","246338","*****","88.8","0.6","3.7","0.4","0.1","0.1","3.7","0.4","0","0.1","1.2","0.6","2.5","0.6","3.6","*****","86.8","0.2","28.9","(X)","29.1","(X)","23.3","(X)","81144","3380","80221","4141","11460","2697","19922","833","9679","1267","2204","808","25999","2376","95799","4594","64829","11778","71534","6975","113096","5671","90038","22081","147856","14969","106734","15044","33140","1190","34222","1238","18942","5439","12520","12146","42457","10650","N","N","13753","4109","12017","4336","13080","2481","34636","1232","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42043","Dauphin County, Pennsylvania","110722","1934","78.2","1.6","22.5","1.8","30.5","1.2","6.8","1","3.4","0.7","22.3","1.5","71329","2256","14.4","1.5","33.4","2.6","30","2.2","11.1","1.6","7.5","1.2","3.5","1.1","272983","*****","72.2","0.8","18.1","0.7","0.1","0.1","3.4","0.6","0","0.1","2.3","0.7","3.9","0.9","8.6","*****","67.5","0.1","40.1","(X)","40.2","(X)","35.4","(X)","68356","2609","67830","2587","12293","4223","18110","741","9874","936","1868","681","23241","2835","78112","3467","49423","8378","59596","5039","106290","6445","65053","6776","120454","9205","82331","11731","28443","1108","32336","1253","18844","3018","N","N","22362","5306","N","N","19070","3660","12325","3959","14374","3043","33569","1331","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42045","Delaware County, Pennsylvania","203203","2628","79.8","1","26","1.2","32.5","1.1","5.9","0.7","2.7","0.5","20.8","1.1","136526","3920","11.3","1","31.4","1.8","31.4","1.8","10.4","1.3","11.3","1.2","4.1","0.8","563894","*****","69.6","0.3","21","0.6","0.2","0.1","5.1","0.3","0","0.1","1.4","0.3","2.9","0.7","3.7","*****","68","0.1","35","(X)","35.4","(X)","29.1","(X)","94122","2662","94508","3074","20150","3544","19643","543","11035","798","2231","423","25420","1871","111879","3774","51938","5845","87510","7533","143476","6368","99364","12066","167537","9807","101266","9654","35288","897","41352","1312","19897","1271","8181","6821","33692","4820","N","N","17226","4696","13425","3381","18530","2751","41777","1352","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42049","Erie County, Pennsylvania","110138","1778","73","1.7","22.5","1.6","34.5","1.4","8.1","1.1","3.5","0.8","20.3","1.4","70215","2141","18","2.1","34.8","2.7","28.5","2.2","7.9","1.3","9.3","1.4","1.5","0.8","278045","*****","87.2","0.4","7.4","0.6","0.1","0.1","1.3","0.2","0","0.1","0.5","0.2","3.4","0.6","4","*****","84.9","0.1","35.5","(X)","36.5","(X)","30.5","(X)","64276","2637","66204","2844","13675","4409","18805","611","10026","761","2368","736","21691","2489","76393","3580","52617","8948","58990","5996","99809","6882","62615","6552","121962","8310","110823","19299","26152","1024","28253","1143","14851","2231","26730","14583","10122","4311","N","N","12953","6090","5209","1350","8592","1569","28781","1194","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42051","Fayette County, Pennsylvania","54391","1448","64","2.4","19.5","2.4","41.2","2","9.7","1.8","5.4","1.2","22","2.2","34429","1877","24.4","2.5","33.7","2.9","23.2","2.7","9.1","2","7.4","1.8","2.2","0.9","133628","*****","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.1","*****","92.1","0.1","36.6","(X)","36.1","(X)","28.4","(X)","57873","3385","65727","3976","10490","6587","17206","763","9249","964","2429","916","19445","3470","70210","4493","33217","3523","56788","7130","104414","10941","77200","14218","129560","17273","96167","18637","24618","1323","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20949","13264","25451","1448","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42055","Franklin County, Pennsylvania","59486","1161","77.1","2","24.8","2.8","35","2","5.7","1.7","1.7","0.8","23","2.1","43290","1769","16","1.9","27.9","3","33.1","3.1","11.4","2.4","10.2","2.1","1.4","1","153638","*****","92.5","0.8","3.8","0.6","0","0.1","1.3","0.1","0","0.1","0.6","0.3","1.8","1","5.2","*****","88.5","0.3","29.4","(X)","28.4","(X)","22","(X)","70642","2926","72279","3570","7821","1758","18219","1012","8633","1428","1712","1232","21014","3007","80158","3598","41718","4338","68444","9360","98021","7611","82759","21169","106508","7860","118206","29850","27507","1034","28027","1092","16539","3062","N","N","59360","30328","N","N","7989","3174","5823","3896","12544","2897","28602","1129","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42063","Indiana County, Pennsylvania","33066","1163","74.7","2.8","27.4","2.5","38.4","2.7","7.1","1.7","2.1","0.9","27.1","3","20965","1120","18.2","2.8","33.1","4.1","30.4","3.6","10.7","2.6","5.8","1.5","1.8","1.1","86966","*****","94.3","0.3","3.3","0.5","0","0.1","0.1","0.1","0","0.1","0.1","0.1","2.1","0.5","1.4","*****","93.7","0.1","39.2","(X)","39.4","(X)","31","(X)","59939","3963","57086","3954","13635","9509","17390","885","10606","2303","2234","966","17170","2355","71337","4462","38654","3902","54100","4934","99627","11438","72943","9885","109772","12800","106377","10228","23808","1511","24656","1614","8858","4301","N","N","N","N","N","N","12007","1","8310","3787","7034","5113","24757","1615","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42069","Lackawanna County, Pennsylvania","83054","2310","71.8","2.1","22.9","1.7","39","1.6","5.1","1","2.6","0.7","21","1.7","50113","2303","18.9","2","28.7","3.1","28.5","2.7","9.2","1.6","11.4","2","3.2","1.7","211917","*****","92.3","0.7","3.1","0.7","0","0.1","2.3","0.2","0","0.1","0.7","0.5","1.7","0.5","6.6","*****","87","0.1","40.4","(X)","42.2","(X)","33","(X)","65843","2618","70230","3690","10847","3150","17716","598","8820","1157","2872","809","20969","3912","82808","4247","38766","4406","65373","8130","105291","6460","82974","15487","127718","14160","138932","34626","27174","973","28360","1036","9152","2726","N","N","13636","6564","N","N","23917","9548","14628","6832","10718","1989","29541","1044","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42071","Lancaster County, Pennsylvania","197706","1790","79.6","1.2","25.3","1.2","32","1","5.1","0.9","3.4","0.8","18.9","1.1","138972","3733","13.6","1.3","30.4","1.7","34.5","1.8","8.5","1.4","10.3","1.1","2.7","0.6","536624","*****","88.3","0.6","4.3","0.5","0.2","0.1","2.1","0.2","0","0.1","2.8","0.6","2.2","0.5","10.1","*****","82.5","0.1","35.7","(X)","36.4","(X)","28.7","(X)","74570","2173","73764","2443","13926","2742","19940","545","10008","992","2362","503","22867","1731","86086","2557","47344","5633","70608","6109","104162","4854","75767","6696","120942","7943","124038","24817","28252","764","29867","829","14317","2572","30432","12233","25729","5749","N","N","12653","2384","13209","3464","16027","2076","30621","831","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42073","Lawrence County, Pennsylvania","36138","954","68.5","3.1","23.4","2.1","42.8","2.3","10.9","2.4","5.6","1.6","24","2.5","24140","1209","20.6","2.9","35.1","4","28.6","3.7","8.2","1.8","4.8","1.8","2.8","1.6","88082","*****","92.9","0.7","3.4","0.7","0.2","0.2","0.7","0.1","0","0.1","0.7","0.7","2.1","0.7","1.3","*****","91.7","0.8","32.6","(X)","31.1","(X)","25.4","(X)","61304","4551","67241","6061","9394","2620","17819","811","9385","1014","1796","723","13794","1637","73538","6396","31010","3669","62651","10990","106002","10616","55885","9640","163180","40479","89208","27678","25824","1843","26910","1966","16196","5346","N","N","20095","4960","N","N","N","N","4055","1998","7650","6559","27164","1984","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42075","Lebanon County, Pennsylvania","53200","951","76.6","1.9","24.5","2.3","38.6","2.5","5.3","1.4","2.1","1.1","23.9","2.1","35278","1690","14.5","1.9","29.7","2.7","32.4","3.4","11.7","2.2","9.8","2","1.8","0.9","137067","*****","87.7","1.4","1.8","0.5","0","0.1","1.6","0.2","0.1","0.2","7","1.5","1.8","0.5","12","*****","83.5","0.1","50.5","(X)","48.8","(X)","44","(X)","65755","3370","65937","3939","10832","3331","18187","926","8904","1822","1555","574","18217","2690","77354","4348","50936","7010","60111","7211","95468","6809","68043","14696","118409","14347","85238","26170","26087","1317","27888","1436","24701","10569","N","N","21438","16199","N","N","9539","2319","9603","4032","12407","3943","28410","1358","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42077","Lehigh County, Pennsylvania","135059","1794","78.3","1.4","24.6","1.7","32.5","1.4","5.8","1.1","3.3","0.6","20.5","1.4","92909","2740","15.3","1.7","32.9","2.4","28.7","2","9.6","1.6","10.6","1.3","2.9","0.8","360685","*****","78.9","1.2","6.8","0.7","0.1","0.1","3.5","0.3","0.1","0.2","7.5","1.2","3.1","0.5","22.4","*****","66.8","0.1","35.8","(X)","36.2","(X)","28.3","(X)","77860","3194","76626","2951","19696","5401","19266","663","9254","1030","1596","367","25840","5654","87802","3711","51809","11204","63315","4613","117464","7831","75050","14334","147592","13999","85835","14286","29927","1135","33149","1456","14905","1807","16879","15356","32013","6942","N","N","16814","4585","11767","3241","14435","1626","36576","1681","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42079","Luzerne County, Pennsylvania","127408","2524","72.8","1.4","19.7","1.3","38.7","1","6.8","1","3.3","0.6","21","1","80172","2888","16.9","1.5","33.8","2.5","28.4","2.2","9.6","1.5","8.6","1.1","2.7","0.7","318449","*****","88.3","0.7","4.4","0.6","0.2","0.1","1.2","0.2","0","0.1","3.6","0.7","2.3","0.5","9.8","*****","84.1","0.1","37.7","(X)","37.7","(X)","31","(X)","62481","2275","64717","2829","10865","3167","17499","447","10716","970","1592","529","20992","2748","75068","3048","42195","5233","61512","7302","102105","5005","67916","4962","107841","7273","87259","12464","25960","878","27879","1009","9276","1644","10502","4372","19340","7234","N","N","14354","3247","7457","2573","12240","1538","28609","1020","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42081","Lycoming County, Pennsylvania","45751","1297","76.5","2","25.5","2.5","35","2","4.5","1.4","3.4","1.5","21.5","1.9","29440","1578","14.9","2.2","32.9","3.7","35.7","3.6","7.1","1.9","7","1.9","2.5","1.5","116048","*****","91.9","0.7","5","0.6","0.2","0.1","0.9","0.1","0","0.1","0.4","0.4","1.6","0.8","1.9","*****","90.5","0.5","35.2","(X)","31.1","(X)","28.3","(X)","62165","3399","61746","3598","12168","4940","19231","865","9783","1721","1897","666","16516","2124","73763","4140","44804","6984","55088","6012","91546","6454","81428","20997","121515","20204","83521","18071","25200","1253","26530","1360","9306","1985","9201","9735","N","N","N","N","N","N","11969","5471","11945","6483","26737","1372","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42085","Mercer County, Pennsylvania","44385","1571","67.8","2.4","24.4","2.2","45.3","2.1","6.1","1.3","4.9","1.9","27.7","2.3","28757","1617","22.6","2.9","28.6","3.1","27.8","2.7","9.3","2.2","9.9","2.1","1.7","0.9","114234","*****","91.7","0.1","4.8","0.6","0.1","0.1","0.8","0.1","0","0.1","0.1","0.1","2.5","0.6","1.4","*****","90.4","0.1","32.3","(X)","32.6","(X)","25.1","(X)","60843","3752","63726","4425","12543","6200","18901","723","10121","1250","2407","1095","16188","1400","71333","4628","41631","5531","61344","6425","90329","7357","64921","7386","117547","25522","87814","13796","24249","1462","25067","1495","15354","3492","N","N","28071","22829","N","N","N","N","10580","7941","25603","24830","25023","1373","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42089","Monroe County, Pennsylvania","55681","2167","76.8","2.8","15.5","2.5","37","2.7","5.3","1.8","3.6","1.1","23.7","2.7","39693","2594","16.2","3","30.8","4.2","30.7","4","9.3","2.6","10","2.5","3","1.5","166397","*****","75.8","1.4","14.5","1.1","0.4","0.4","2.4","0.3","0","0.1","3.3","1.4","3.6","1.1","14.9","*****","67","0.8","39","(X)","42.6","(X)","31.2","(X)","69094","3548","70613","3980","10586","4882","19203","1262","8801","1610","1910","762","18198","2465","78074","4054","41420","5343","60266","6010","100051","7908","78999","12114","118907","14458","93675","19414","24664","1202","25889","1482","23009","3537","N","N","25256","8715","N","N","13825","5640","15437","5014","20115","2978","26677","1520","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42091","Montgomery County, Pennsylvania","310347","2622","81.3","0.8","30.6","1.1","32.4","0.7","2.6","0.4","1.7","0.3","18.8","0.6","212855","3747","10.6","0.9","28.4","1.3","39","1.3","8.9","0.9","10.3","0.8","2.7","0.5","819264","*****","79.2","0.4","8.9","0.3","0.1","0.1","7.7","0.1","0","0.1","1.8","0.4","2.3","0.3","4.9","*****","76.4","0.1","33.9","(X)","34.1","(X)","27.5","(X)","113427","2849","113339","2718","27331","3472","21206","432","10745","1230","2306","705","24011","1551","133492","3674","73159","11253","109411","7619","163259","6360","105758","8706","176266","9848","122970","19389","43657","1154","46841","1222","28783","2223","23846","9693","42191","6064","N","N","14447","2616","19785","4448","21520","2833","47655","1231","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42095","Northampton County, Pennsylvania","112619","1932","77.1","1.5","25.4","1.6","36.8","1.4","4.1","0.9","4.9","1.1","24.5","1.5","78377","2136","14.8","1.5","29.6","2.4","30.1","2.2","10.4","1.9","11.8","1.8","3.4","1.1","300813","*****","86.3","0.9","4.4","0.7","0.3","0.3","2.9","0.2","0","0.1","2.1","0.6","3.9","1.1","12.4","*****","77.6","0.2","31.1","(X)","32.5","(X)","23.6","(X)","79035","2681","80631","3330","10477","2872","20185","639","8890","1315","3034","571","20225","2280","90999","3692","51060","3998","69002","5794","119836","7770","75123","9210","135178","12090","97453","10734","30302","1014","31595","1077","24183","6095","27958","22542","32439","17805","N","N","22033","5160","11857","2513","18221","1749","33013","1131","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42097","Northumberland County, Pennsylvania","39981","1071","69.6","2.7","20.5","2.2","40.7","2.1","5.8","1.6","2.7","1.1","25.9","2.5","24733","1377","20","3.1","32.2","3.6","26.3","3.6","7.7","2.1","10.2","2.1","3.5","1.8","93246","*****","95.1","0.6","3","0.4","0.5","0.5","0.5","0.1","0","0.1","0.2","0.2","0.7","0.6","N","N","N","N","43.1","(X)","44","(X)","36.2","(X)","58175","4708","62820","6315","6560","1451","17764","904","9488","1552","1568","659","16730","2178","69707","4642","34144","4241","58293","6869","93924","11657","63866","8858","99832","11283","119955","47533","24254","1549","24316","1488","6689","3696","N","N","152945","131236","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42101","Philadelphia County, Pennsylvania","581604","5120","72.9","0.9","14.4","0.6","29.1","0.8","10.7","0.6","7.2","0.6","15.3","0.7","319164","7857","18.7","1.2","37.4","1.4","21.6","1.2","13","0.9","5.5","0.6","3.8","0.6","1567442","*****","41.9","0.5","42.4","0.4","0.4","0.1","7.2","0.2","0.1","0.1","5.3","0.5","2.7","0.4","14","*****","35.2","0.1","43.9","(X)","45.2","(X)","36.6","(X)","59766","1218","65957","1601","13963","2087","15652","347","9466","354","2715","237","19412","1126","68923","1909","26472","2242","51025","2589","117822","4801","70588","3671","125423","8763","87474","8499","23961","486","32805","931","17553","522","14707","3451","20838","2226","9075","5911","14056","1613","16829","3301","14061","796","36116","1048","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42107","Schuylkill County, Pennsylvania","57392","1676","69.4","2","23","2.4","40.6","1.8","6","1.1","2.8","1.2","23.1","1.9","37063","1628","18.5","2.5","35.1","3.1","29.5","3.1","7.7","1.7","7.8","1.7","1.3","0.7","144590","*****","93.5","0.8","3.5","0.5","0.1","0.1","0.2","0.1","0","0.1","1.5","0.8","1.2","0.5","3.9","*****","91.6","0.1","40.8","(X)","39.3","(X)","34.8","(X)","60384","4050","65705","5217","8982","2269","18074","563","8864","1075","2196","917","15825","2021","70884","5001","39054","3895","50867","4016","102898","11622","68158","9989","119911","11653","60204","21145","24922","1594","25573","1595","14381","9059","N","N","68275","45073","N","N","8175","3679","21299","11789","12359","4966","25771","1639","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42111","Somerset County, Pennsylvania","29199","1043","68.5","2.7","21.3","2.5","40.9","2.4","4.1","1.1","3.6","1.4","23.6","2.1","19484","1053","19.6","2.9","31.5","3.6","31.2","2.5","6.3","1.9","9.4","2.1","1.9","1.1","75522","*****","95.3","0.3","2.3","0.4","0","0.2","0.1","0.1","0","0.2","0.8","0.3","1.4","0.5","1.4","*****","94.7","0.1","31.2","(X)","30.4","(X)","27.1","(X)","56112","3536","62146","4587","7867","3415","17100","950","9032","927","1792","873","14937","2135","67268","4865","31692","4338","57618","7761","91865","11253","55874","10788","96877","11479","80958","22614","22816","1352","23657","1428","6735","4304","N","N","31457","18267","N","N","N","N","2294","1675","9131","7307","23720","1427","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42125","Washington County, Pennsylvania","83949","1339","75.4","1.8","25.7","1.9","38.7","1.6","6.9","1.1","3.1","0.7","24.9","1.7","56139","1767","16.8","2","31.5","2.7","31.6","2.4","9.9","1.6","8.2","1.5","2","0.7","208261","*****","93.8","0.2","2.5","0.6","0.2","0.1","1","0.1","0.1","0.1","0.2","0.2","2.3","0.5","1.6","*****","92.5","0.1","36.1","(X)","34.2","(X)","29.5","(X)","78572","2900","78970","3398","17324","4447","19649","625","9292","926","2917","1034","20977","4184","95117","4396","55862","11564","74220","8807","125240","7175","76519","8335","161018","32057","99517","14019","32233","1173","33352","1215","15045","3709","17638","5856","24655","6685","N","N","N","N","11813","3494","19718","6464","33530","1227","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42129","Westmoreland County, Pennsylvania","149360","2195","71.3","1.2","25.2","1.5","40","1.1","6.8","0.9","3.2","0.6","24.8","1.1","98712","2636","18.5","1.4","31.2","2.3","32.5","2.3","6.7","1","8.5","1","2.6","0.8","357956","*****","94.7","0.2","2.1","0.3","0","0.1","0.6","0.4","0","0.1","0.3","0.2","2.3","0.5","1.1","*****","94","0.1","34.8","(X)","34.2","(X)","27.8","(X)","73391","2961","77008","3474","14864","4706","19184","594","9055","787","2915","1074","21253","2484","86586","3643","54784","11289","65964","5314","110319","7752","77808","7908","139162","12026","114666","19197","31250","1190","31866","1233","14384","2995","101788","34864","50791","25941","N","N","22156","7563","16392","6268","19647","6450","31932","1251","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42133","York County, Pennsylvania","165672","2519","79.3","1.2","25.2","1.2","34.2","1","4.3","0.9","2.8","0.6","21.4","1.3","114064","3418","13.9","1.3","30.3","1.7","34.5","1.8","10","1.6","9.5","1.1","1.8","0.5","442867","*****","89.2","0.6","6","0.4","0.2","0.1","1.4","0.2","0","0.1","1","0.5","2.3","0.4","7","*****","84.1","0.1","33.5","(X)","33.6","(X)","26","(X)","73339","2678","72090","2681","12361","4050","19082","452","9984","1142","2775","842","22214","3724","84152","3729","57763","17945","61813","5713","103342","4078","72625","7348","133511","14989","99763","12627","28544","1045","30131","1120","16992","2033","33222","16143","19417","5924","N","N","14549","3681","8263","2142","12586","1330","31089","1173","(X)","(X)","(X)","(X)","(X)","(X)"
