"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004E","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015E","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M"
"id","Geographic Area Name","Total!!Estimate!!All households","Total!!Margin of Error!!All households","Total!!Estimate!!With earnings","Total!!Margin of Error!!With earnings","Total!!Estimate!!With interest, dividends, or net rental income","Total!!Margin of Error!!With interest, dividends, or net rental income","Total!!Estimate!!With Social Security income","Total!!Margin of Error!!With Social Security income","Total!!Estimate!!With Supplemental Security Income (SSI)","Total!!Margin of Error!!With Supplemental Security Income (SSI)","Total!!Estimate!!With cash public assistance income","Total!!Margin of Error!!With cash public assistance income","Total!!Estimate!!With retirement income","Total!!Margin of Error!!With retirement income","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months","Mean income (dollars)!!Estimate!!All households","Mean income (dollars)!!Margin of Error!!All households","Mean income (dollars)!!Estimate!!With earnings","Mean income (dollars)!!Margin of Error!!With earnings","Mean income (dollars)!!Estimate!!With interest, dividends, or net rental income","Mean income (dollars)!!Margin of Error!!With interest, dividends, or net rental income","Mean income (dollars)!!Estimate!!With Social Security income","Mean income (dollars)!!Margin of Error!!With Social Security income","Mean income (dollars)!!Estimate!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Margin of Error!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Estimate!!With cash public assistance income","Mean income (dollars)!!Margin of Error!!With cash public assistance income","Mean income (dollars)!!Estimate!!With retirement income","Mean income (dollars)!!Margin of Error!!With retirement income","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Mean income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Mean income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months"
"0500000US42001","Adams County, Pennsylvania","38102","759","79.9","2.1","26.0","2.8","34.7","2.2","3.8","1.3","2.0","0.9","23.4","1.7","27025","881","13.0","1.9","26.9","3.7","35.1","3.1","8.8","2.2","13.8","2.8","2.4","1.8","101482","*****","92.4","0.9","1.1","0.5","0.0","0.1","0.7","0.2","0.0","0.1","3.7","0.9","2.1","0.6","6.3","*****","90.2","0.2","25.8","(X)","24.3","(X)","18.5","(X)","69324","3168","68063","3418","8548","1996","17050","763","11551","2718","1667","683","22426","2779","80738","4144","47824","6585","65290","5571","98796","8523","70627","9574","102888","10839","78140","18344","26323","1157","27400","1231","18856","12668","N","N","10870","9451","N","N","11090","2321","14855","10286","10857","1603","27808","1222","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42003","Allegheny County, Pennsylvania","527219","3698","75.7","0.7","24.0","0.7","32.1","0.7","5.4","0.4","3.1","0.3","19.6","0.6","304375","4536","15.4","0.9","31.8","1.1","32.7","1.1","9.2","0.8","8.8","0.7","2.0","0.4","1229338","*****","81.2","0.1","13.0","0.2","0.1","0.1","3.0","0.1","0.0","0.1","0.4","0.1","2.3","0.3","1.8","*****","80.1","0.1","25.8","(X)","27.1","(X)","20.9","(X)","72077","1731","75396","1823","14446","2859","17245","280","9490","394","2837","367","20533","1539","91391","2426","42616","3412","80684","6187","117314","4063","80836","7014","130402","7619","91470","8709","31653","712","34064","732","17723","842","17747","5600","43128","11992","14370","8649","18238","6284","13928","3218","21967","2944","34183","748","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42005","Armstrong County, Pennsylvania","29099","696","67.8","2.8","22.7","2.6","41.1","2.6","7.0","1.6","4.6","1.4","25.3","2.7","19535","989","20.2","2.7","29.5","3.7","34.0","3.5","6.2","1.8","8.4","2.1","1.6","0.8","68409","*****","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0.2","0.2","97.5","0.2","30.3","(X)","30.4","(X)","24.7","(X)","52635","2240","55730","3038","8573","4689","16726","777","11480","3335","1887","696","13736","1473","61919","3373","31360","3380","47668","4244","81206","7612","73104","11401","99106","16139","62181","7973","22450","863","N","N","N","N","N","N","N","N","N","N","N","N","N","N","6634","6584","22686","845","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42007","Beaver County, Pennsylvania","70767","1416","72.2","1.6","21.6","1.6","39.6","1.4","5.2","1.1","3.0","0.8","24.4","1.9","45560","1796","17.5","1.9","31.8","3.5","31.5","2.9","8.8","1.5","9.0","1.6","1.4","0.6","170245","*****","90.9","0.2","6.3","0.6","0.0","0.1","0.6","0.1","0.0","0.1","0.2","0.2","1.8","0.6","1.3","*****","90.1","0.1","28.9","(X)","29.1","(X)","21.8","(X)","58980","2686","62048","3272","6847","1752","17178","885","8986","1104","1883","657","16665","3160","71953","3760","42948","7356","60412","7615","90298","5521","61095","6397","114473","8818","78070","16026","25180","1083","26243","1185","17078","3106","N","N","11248","10950","N","N","26320","15616","5205","2991","19234","7604","26314","1183","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42011","Berks County, Pennsylvania","151291","1759","77.2","1.2","23.3","1.3","33.4","1.3","5.1","0.9","3.3","0.7","21.6","1.2","103312","3135","14.2","1.3","30.3","2.0","33.9","1.8","9.6","1.4","8.9","1.1","3.1","1.0","413491","*****","85.9","1.1","5.1","0.4","0.4","0.2","1.4","0.1","0.0","0.1","5.1","1.0","2.0","0.5","17.5","*****","75.6","0.1","31.0","(X)","31.9","(X)","24.1","(X)","68265","2463","70074","2699","11974","3817","17157","459","9478","1029","2641","523","17162","1591","80280","3463","34963","3014","61124","5477","108115","6577","75715","10735","114772","8008","84753","8864","26013","874","27970","1036","13523","1493","14072","9028","32255","14304","N","N","11123","1908","10048","3068","11830","1047","30049","1107","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42013","Blair County, Pennsylvania","50098","1386","70.5","2.4","18.2","2.1","40.3","2.5","7.4","1.5","2.7","0.9","22.2","2.3","32068","1729","18.6","2.3","34.4","3.0","29.5","2.4","6.9","1.9","8.4","1.8","2.2","1.0","127121","*****","96.1","0.2","1.2","0.5","0.1","0.1","0.8","0.1","0.0","0.1","0.1","0.1","1.7","0.5","1.0","*****","95.4","0.1","28.2","(X)","28.0","(X)","22.1","(X)","53745","2529","56388","3726","8126","3506","17102","749","9294","934","2371","1273","15237","1850","64426","3323","35995","3349","46979","5437","89993","6542","63328","15307","99604","11173","104195","27172","22195","972","22511","980","11756","4435","N","N","36564","27323","N","N","N","N","5177","2533","38408","24292","22287","937","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42017","Bucks County, Pennsylvania","231626","2366","80.7","0.8","26.9","1.0","30.7","0.8","4.5","0.6","1.9","0.4","19.2","1.0","166398","3526","12.2","0.9","27.0","1.6","36.5","1.6","9.0","1.0","12.8","1.2","2.5","0.5","627053","*****","89.5","0.4","3.8","0.2","0.0","0.1","4.2","0.2","0.0","0.1","0.8","0.4","1.7","0.4","4.6","*****","86.0","0.1","26.8","(X)","27.4","(X)","20.7","(X)","95823","2280","98902","2665","12874","1606","18910","437","11056","858","3921","1230","24333","1901","110787","2649","51960","4373","86921","5208","139700","5449","93480","9745","143157","7016","131033","24877","36110","853","36814","852","25642","6173","40112","26302","41708","5295","N","N","23523","9104","14509","3440","18976","2023","37494","880","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42019","Butler County, Pennsylvania","73318","1220","78.6","1.7","25.6","2.2","30.6","1.5","4.8","0.9","3.1","0.9","18.9","1.5","50201","1546","13.6","1.6","30.6","2.8","39.7","2.9","5.9","1.2","8.6","1.3","1.6","0.7","184970","*****","96.5","0.3","1.2","0.3","0.1","0.1","0.8","0.3","0.0","0.1","0.2","0.3","1.2","0.4","1.2","*****","95.6","0.1","27.6","(X)","27.3","(X)","21.8","(X)","74144","2675","76403","2630","9129","1540","18515","745","9647","1328","2423","633","21422","4712","89069","3461","42289","4733","78186","5976","105893","5855","72151","11932","134938","17607","92541","15947","29824","947","30170","958","23196","19234","10608","6221","32466","16523","N","N","N","N","10880","3086","21343","15439","30256","930","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US42021","Cambria County, Pennsylvania","58228","1397","65.4","1.7","21.0","1.9","41.9","1.6","6.9","1.0","3.3","0.7","27.4","1.5","37266","1463","22.6","1.8","29.6","2.2","28.4","2.8","9.8","1.9","8.5","1.4","1.1","0.6","141584","*****","93.9","0.3","3.0","0.7","0.2","0.2","0.5","0.3","0.1","0.1","0.4","0.3","2.0","0.6","1.5","*****","92.9","0.1","25.9","(X)","27.9","(X)","20.5","(X)","53409","2733","59649","3304","8901","4355","16555","491","9222","1220","2063","577","13302","1319","65400","3607","36776","7273","52773","7244","86818","5667","55826","4144","121637","16613","90203","37900","22594","1036","23144","1109","8003","2828","N","N","60218","36949","N","N","N","N","5638","2919","14784","12166","23240","1104","(X)","(X)","(X)","(X)","(X)","(X)"
