,Unnamed: 0,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Mean Household Income,Percent of Individuals Below Poverty Level,Unemployment Rate,Labor Force Participation Rate,ED Visit Rate
973,973,"Northumberland County, PA",42097,2012,2012,Suppressed,94428,Suppressed,Suppressed,Suppressed,52061.0,14.2,11.3,57.2,
974,974,"Northumberland County, PA",42097,2013,2013,Suppressed,94076,Suppressed,Suppressed,Suppressed,52241.0,14.1,7.2,58.4,
975,975,"Northumberland County, PA",42097,2014,2014,Suppressed,93944,Suppressed,Suppressed,Suppressed,52706.0,16.5,5.8,55.2,
976,976,"Northumberland County, PA",42097,2015,2015,Suppressed,93246,Suppressed,Suppressed,Suppressed,58175.0,11.2,4.1,55.9,
977,977,"Northumberland County, PA",42097,2016,2016,20,92541,21.6,13.2,33.4,59110.0,14.7,3.8,58.8,
978,978,"Northumberland County, PA",42097,2017,2017,22,92029,23.9,15,36.2,58113.0,14.4,3.7,55.6,11.816666666666666
979,979,"Northumberland County, PA",42097,2018,2018,16,91083,Unreliable,10,28.5,63208.0,12.9,4.9,58.7,8.77
980,980,"Perry County, PA",42099,1999,1999,Suppressed,43565,Suppressed,Suppressed,Suppressed,,,,,
981,981,"Perry County, PA",42099,2000,2000,Suppressed,43602,Suppressed,Suppressed,Suppressed,,,,,
982,982,"Perry County, PA",42099,2001,2001,Suppressed,43804,Suppressed,Suppressed,Suppressed,,,,,
983,983,"Perry County, PA",42099,2002,2002,Suppressed,43896,Suppressed,Suppressed,Suppressed,,,,,
984,984,"Perry County, PA",42099,2003,2003,Suppressed,44216,Suppressed,Suppressed,Suppressed,,,,,
985,985,"Perry County, PA",42099,2004,2004,Suppressed,44463,Suppressed,Suppressed,Suppressed,,,,,
986,986,"Perry County, PA",42099,2005,2005,Suppressed,44741,Suppressed,Suppressed,Suppressed,,,,,
987,987,"Perry County, PA",42099,2006,2006,Suppressed,45121,Suppressed,Suppressed,Suppressed,,,,,
988,988,"Perry County, PA",42099,2007,2007,Suppressed,45454,Suppressed,Suppressed,Suppressed,,,,,
989,989,"Perry County, PA",42099,2008,2008,Suppressed,45549,Suppressed,Suppressed,Suppressed,,,,,
990,990,"Perry County, PA",42099,2009,2009,Suppressed,45874,Suppressed,Suppressed,Suppressed,,,,,
991,991,"Perry County, PA",42099,2010,2010,Suppressed,45969,Suppressed,Suppressed,Suppressed,,,,,
992,992,"Perry County, PA",42099,2011,2011,Suppressed,46042,Suppressed,Suppressed,Suppressed,,,,,
993,993,"Perry County, PA",42099,2012,2012,Suppressed,45701,Suppressed,Suppressed,Suppressed,,,,,
994,994,"Perry County, PA",42099,2013,2013,Suppressed,45562,Suppressed,Suppressed,Suppressed,,,,,
995,995,"Perry County, PA",42099,2014,2014,Suppressed,45634,Suppressed,Suppressed,Suppressed,,,,,
996,996,"Perry County, PA",42099,2015,2015,Suppressed,45685,Suppressed,Suppressed,Suppressed,,,,,
997,997,"Perry County, PA",42099,2016,2016,Suppressed,45820,Suppressed,Suppressed,Suppressed,,,,,
998,998,"Perry County, PA",42099,2017,2017,Suppressed,46127,Suppressed,Suppressed,Suppressed,,,,,
999,999,"Perry County, PA",42099,2018,2018,Suppressed,46139,Suppressed,Suppressed,Suppressed,,,,,
1000,1000,"Philadelphia County, PA",42101,1999,1999,22,1520064,1.4,0.9,2.2,,,,,
1001,1001,"Philadelphia County, PA",42101,2000,2000,18,1517550,Unreliable,0.7,1.9,,,,,
1002,1002,"Philadelphia County, PA",42101,2001,2001,11,1505455,Unreliable,0.4,1.3,,,,,
1003,1003,"Philadelphia County, PA",42101,2002,2002,18,1498493,Unreliable,0.7,1.9,,,,,
1004,1004,"Philadelphia County, PA",42101,2003,2003,Suppressed,1493802,Suppressed,Suppressed,Suppressed,,,,,
1005,1005,"Philadelphia County, PA",42101,2004,2004,14,1492882,Unreliable,0.5,1.6,,,,,
1006,1006,"Philadelphia County, PA",42101,2005,2005,27,1490861,1.8,1.2,2.6,,,,,
1007,1007,"Philadelphia County, PA",42101,2006,2006,14,1488710,Unreliable,0.5,1.6,,,,,
1008,1008,"Philadelphia County, PA",42101,2007,2007,16,1493309,Unreliable,0.6,1.7,,,,,
1009,1009,"Philadelphia County, PA",42101,2008,2008,45,1499731,3,2.2,4,,,,,
1010,1010,"Philadelphia County, PA",42101,2009,2009,34,1514694,2.2,1.6,3.1,,,,,
1011,1011,"Philadelphia County, PA",42101,2010,2010,25,1526006,1.6,1.1,2.4,49307.0,26.7,15.8,57.9,
1012,1012,"Philadelphia County, PA",42101,2011,2011,36,1536471,2.3,1.6,3.2,50477.0,28.4,16.7,58.2,
1013,1013,"Philadelphia County, PA",42101,2012,2012,28,1547607,1.8,1.2,2.6,53088.0,26.9,15.9,58.9,
1014,1014,"Philadelphia County, PA",42101,2013,2013,27,1553165,1.7,1.1,2.5,54615.0,26.3,13.8,59.7,
1015,1015,"Philadelphia County, PA",42101,2014,2014,42,1560297,2.7,1.9,3.6,57306.0,26.0,12.8,59.8,
1016,1016,"Philadelphia County, PA",42101,2015,2015,31,1567442,2,1.3,2.8,59766.0,25.8,10.9,60.4,
1017,1017,"Philadelphia County, PA",42101,2016,2016,31,1567872,2,1.3,2.8,60857.0,25.7,9.6,59.7,11.315
1018,1018,"Philadelphia County, PA",42101,2017,2017,47,1580863,3,2.2,4,61458.0,25.7,9.1,58.4,27.1775
1019,1019,"Philadelphia County, PA",42101,2018,2018,749,1584138,47.3,43.9,50.7,69025.0,24.5,8.2,61.1,26.6475
1020,1020,"Pike County, PA",42103,1999,1999,Suppressed,45063,Suppressed,Suppressed,Suppressed,,,,,
1021,1021,"Pike County, PA",42103,2000,2000,Suppressed,46302,Suppressed,Suppressed,Suppressed,,,,,
1022,1022,"Pike County, PA",42103,2001,2001,Suppressed,47594,Suppressed,Suppressed,Suppressed,,,,,
1023,1023,"Pike County, PA",42103,2002,2002,Suppressed,49063,Suppressed,Suppressed,Suppressed,,,,,
1024,1024,"Pike County, PA",42103,2003,2003,Suppressed,50837,Suppressed,Suppressed,Suppressed,,,,,
1025,1025,"Pike County, PA",42103,2004,2004,Suppressed,52293,Suppressed,Suppressed,Suppressed,,,,,
1026,1026,"Pike County, PA",42103,2005,2005,Suppressed,54000,Suppressed,Suppressed,Suppressed,,,,,
1027,1027,"Pike County, PA",42103,2006,2006,Suppressed,55601,Suppressed,Suppressed,Suppressed,,,,,
1028,1028,"Pike County, PA",42103,2007,2007,Suppressed,56627,Suppressed,Suppressed,Suppressed,,,,,
1029,1029,"Pike County, PA",42103,2008,2008,Suppressed,57739,Suppressed,Suppressed,Suppressed,,,,,
1030,1030,"Pike County, PA",42103,2009,2009,Suppressed,57671,Suppressed,Suppressed,Suppressed,,,,,
1031,1031,"Pike County, PA",42103,2010,2010,Suppressed,57369,Suppressed,Suppressed,Suppressed,,,,,
1032,1032,"Pike County, PA",42103,2011,2011,Suppressed,56852,Suppressed,Suppressed,Suppressed,,,,,
1033,1033,"Pike County, PA",42103,2012,2012,Suppressed,56899,Suppressed,Suppressed,Suppressed,,,,,
1034,1034,"Pike County, PA",42103,2013,2013,Suppressed,56591,Suppressed,Suppressed,Suppressed,,,,,
1035,1035,"Pike County, PA",42103,2014,2014,Suppressed,56191,Suppressed,Suppressed,Suppressed,,,,,
1036,1036,"Pike County, PA",42103,2015,2015,Suppressed,55949,Suppressed,Suppressed,Suppressed,,,,,
1037,1037,"Pike County, PA",42103,2016,2016,Suppressed,55562,Suppressed,Suppressed,Suppressed,,,,,
1038,1038,"Pike County, PA",42103,2017,2017,17,55691,Unreliable,17.8,48.9,,,,,
1039,1039,"Pike County, PA",42103,2018,2018,16,55933,Unreliable,16.4,46.5,,,,,
1040,1040,"Potter County, PA",42105,1999,1999,Suppressed,17829,Suppressed,Suppressed,Suppressed,,,,,
1041,1041,"Potter County, PA",42105,2000,2000,Suppressed,18080,Suppressed,Suppressed,Suppressed,,,,,
1042,1042,"Potter County, PA",42105,2001,2001,Suppressed,18146,Suppressed,Suppressed,Suppressed,,,,,
1043,1043,"Potter County, PA",42105,2002,2002,Suppressed,18273,Suppressed,Suppressed,Suppressed,,,,,
1044,1044,"Potter County, PA",42105,2003,2003,Suppressed,18168,Suppressed,Suppressed,Suppressed,,,,,
1045,1045,"Potter County, PA",42105,2004,2004,Suppressed,18067,Suppressed,Suppressed,Suppressed,,,,,
1046,1046,"Potter County, PA",42105,2005,2005,Suppressed,17914,Suppressed,Suppressed,Suppressed,,,,,
1047,1047,"Potter County, PA",42105,2006,2006,Suppressed,17944,Suppressed,Suppressed,Suppressed,,,,,
1048,1048,"Potter County, PA",42105,2007,2007,Suppressed,17659,Suppressed,Suppressed,Suppressed,,,,,
1049,1049,"Potter County, PA",42105,2008,2008,Suppressed,17464,Suppressed,Suppressed,Suppressed,,,,,
1050,1050,"Potter County, PA",42105,2009,2009,Suppressed,17382,Suppressed,Suppressed,Suppressed,,,,,
1051,1051,"Potter County, PA",42105,2010,2010,Suppressed,17457,Suppressed,Suppressed,Suppressed,,,,,
1052,1052,"Potter County, PA",42105,2011,2011,Suppressed,17453,Suppressed,Suppressed,Suppressed,,,,,
1053,1053,"Potter County, PA",42105,2012,2012,Suppressed,17577,Suppressed,Suppressed,Suppressed,,,,,
1054,1054,"Potter County, PA",42105,2013,2013,Suppressed,17497,Suppressed,Suppressed,Suppressed,,,,,
1055,1055,"Potter County, PA",42105,2014,2014,Suppressed,17206,Suppressed,Suppressed,Suppressed,,,,,
1056,1056,"Potter County, PA",42105,2015,2015,Suppressed,17093,Suppressed,Suppressed,Suppressed,,,,,
1057,1057,"Potter County, PA",42105,2016,2016,Suppressed,16885,Suppressed,Suppressed,Suppressed,,,,,
1058,1058,"Potter County, PA",42105,2017,2017,Suppressed,16802,Suppressed,Suppressed,Suppressed,,,,,
1059,1059,"Potter County, PA",42105,2018,2018,Suppressed,16622,Suppressed,Suppressed,Suppressed,,,,,0.0
1060,1060,"Schuylkill County, PA",42107,1999,1999,Suppressed,151021,Suppressed,Suppressed,Suppressed,,,,,
1061,1061,"Schuylkill County, PA",42107,2000,2000,Suppressed,150336,Suppressed,Suppressed,Suppressed,,,,,
1062,1062,"Schuylkill County, PA",42107,2001,2001,Suppressed,149175,Suppressed,Suppressed,Suppressed,,,,,
1063,1063,"Schuylkill County, PA",42107,2002,2002,Suppressed,148705,Suppressed,Suppressed,Suppressed,,,,,
1064,1064,"Schuylkill County, PA",42107,2003,2003,Suppressed,147792,Suppressed,Suppressed,Suppressed,,,,,
1065,1065,"Schuylkill County, PA",42107,2004,2004,Suppressed,147081,Suppressed,Suppressed,Suppressed,,,,,
1066,1066,"Schuylkill County, PA",42107,2005,2005,Suppressed,146976,Suppressed,Suppressed,Suppressed,,,,,
1067,1067,"Schuylkill County, PA",42107,2006,2006,Suppressed,148005,Suppressed,Suppressed,Suppressed,,,,,
1068,1068,"Schuylkill County, PA",42107,2007,2007,Suppressed,148387,Suppressed,Suppressed,Suppressed,,,,,
1069,1069,"Schuylkill County, PA",42107,2008,2008,Suppressed,148463,Suppressed,Suppressed,Suppressed,,,,,
1070,1070,"Schuylkill County, PA",42107,2009,2009,Suppressed,148358,Suppressed,Suppressed,Suppressed,,,,,
1071,1071,"Schuylkill County, PA",42107,2010,2010,Suppressed,148289,Suppressed,Suppressed,Suppressed,51384.0,12.7,10.6,58.1,
1072,1072,"Schuylkill County, PA",42107,2011,2011,Suppressed,147513,Suppressed,Suppressed,Suppressed,56591.0,11.5,8.9,56.8,
1073,1073,"Schuylkill County, PA",42107,2012,2012,17,147063,Unreliable,6.7,18.5,55310.0,15.2,10.3,58.9,
1074,1074,"Schuylkill County, PA",42107,2013,2013,13,146920,Unreliable,4.7,15.1,55130.0,13.3,8.0,58.0,
1075,1075,"Schuylkill County, PA",42107,2014,2014,19,145797,Unreliable,7.8,20.4,54143.0,13.1,7.5,56.5,
1076,1076,"Schuylkill County, PA",42107,2015,2015,20,144590,13.8,8.4,21.4,60384.0,12.5,7.6,55.3,
1077,1077,"Schuylkill County, PA",42107,2016,2016,48,143573,33.4,24.7,44.3,60421.0,12.7,5.6,55.8,11.365
1078,1078,"Schuylkill County, PA",42107,2017,2017,25,142569,17.5,11.3,25.9,61598.0,11.6,6.5,56.7,8.7325
1079,1079,"Schuylkill County, PA",42107,2018,2018,46,142067,32.4,23.7,43.2,63833.0,13.0,6.1,56.4,11.4275
1080,1080,"Snyder County, PA",42109,1999,1999,Suppressed,37571,Suppressed,Suppressed,Suppressed,,,,,
1081,1081,"Snyder County, PA",42109,2000,2000,Suppressed,37546,Suppressed,Suppressed,Suppressed,,,,,
1082,1082,"Snyder County, PA",42109,2001,2001,Suppressed,37955,Suppressed,Suppressed,Suppressed,,,,,
1083,1083,"Snyder County, PA",42109,2002,2002,Suppressed,38104,Suppressed,Suppressed,Suppressed,,,,,
1084,1084,"Snyder County, PA",42109,2003,2003,Suppressed,38319,Suppressed,Suppressed,Suppressed,,,,,
1085,1085,"Snyder County, PA",42109,2004,2004,Suppressed,38519,Suppressed,Suppressed,Suppressed,,,,,
1086,1086,"Snyder County, PA",42109,2005,2005,Suppressed,38448,Suppressed,Suppressed,Suppressed,,,,,
1087,1087,"Snyder County, PA",42109,2006,2006,Suppressed,38946,Suppressed,Suppressed,Suppressed,,,,,
1088,1088,"Snyder County, PA",42109,2007,2007,Suppressed,39295,Suppressed,Suppressed,Suppressed,,,,,
1089,1089,"Snyder County, PA",42109,2008,2008,Suppressed,39481,Suppressed,Suppressed,Suppressed,,,,,
1090,1090,"Snyder County, PA",42109,2009,2009,Suppressed,39550,Suppressed,Suppressed,Suppressed,,,,,
1091,1091,"Snyder County, PA",42109,2010,2010,Suppressed,39702,Suppressed,Suppressed,Suppressed,,,,,
1092,1092,"Snyder County, PA",42109,2011,2011,Suppressed,39819,Suppressed,Suppressed,Suppressed,,,,,
1093,1093,"Snyder County, PA",42109,2012,2012,Suppressed,39672,Suppressed,Suppressed,Suppressed,,,,,
1094,1094,"Snyder County, PA",42109,2013,2013,Suppressed,39865,Suppressed,Suppressed,Suppressed,,,,,
1095,1095,"Snyder County, PA",42109,2014,2014,Suppressed,40323,Suppressed,Suppressed,Suppressed,,,,,
1096,1096,"Snyder County, PA",42109,2015,2015,Suppressed,40444,Suppressed,Suppressed,Suppressed,,,,,
1097,1097,"Snyder County, PA",42109,2016,2016,Suppressed,40468,Suppressed,Suppressed,Suppressed,,,,,
1098,1098,"Snyder County, PA",42109,2017,2017,Suppressed,40801,Suppressed,Suppressed,Suppressed,,,,,
1099,1099,"Snyder County, PA",42109,2018,2018,Suppressed,40540,Suppressed,Suppressed,Suppressed,,,,,
1100,1100,"Somerset County, PA",42111,1999,1999,Suppressed,80127,Suppressed,Suppressed,Suppressed,,,,,
1101,1101,"Somerset County, PA",42111,2000,2000,Suppressed,80023,Suppressed,Suppressed,Suppressed,,,,,
1102,1102,"Somerset County, PA",42111,2001,2001,Suppressed,79523,Suppressed,Suppressed,Suppressed,,,,,
1103,1103,"Somerset County, PA",42111,2002,2002,Suppressed,79621,Suppressed,Suppressed,Suppressed,,,,,
1104,1104,"Somerset County, PA",42111,2003,2003,Suppressed,79754,Suppressed,Suppressed,Suppressed,,,,,
1105,1105,"Somerset County, PA",42111,2004,2004,Suppressed,79402,Suppressed,Suppressed,Suppressed,,,,,
1106,1106,"Somerset County, PA",42111,2005,2005,Suppressed,79015,Suppressed,Suppressed,Suppressed,,,,,
1107,1107,"Somerset County, PA",42111,2006,2006,Suppressed,78834,Suppressed,Suppressed,Suppressed,,,,,
1108,1108,"Somerset County, PA",42111,2007,2007,Suppressed,78490,Suppressed,Suppressed,Suppressed,,,,,
1109,1109,"Somerset County, PA",42111,2008,2008,Suppressed,78120,Suppressed,Suppressed,Suppressed,,,,,
1110,1110,"Somerset County, PA",42111,2009,2009,Suppressed,78025,Suppressed,Suppressed,Suppressed,,,,,
1111,1111,"Somerset County, PA",42111,2010,2010,Suppressed,77742,Suppressed,Suppressed,Suppressed,47346.0,14.4,9.7,56.9,
1112,1112,"Somerset County, PA",42111,2011,2011,Suppressed,77405,Suppressed,Suppressed,Suppressed,52437.0,13.1,6.8,55.5,
1113,1113,"Somerset County, PA",42111,2012,2012,Suppressed,76957,Suppressed,Suppressed,Suppressed,57152.0,11.2,8.1,55.2,
1114,1114,"Somerset County, PA",42111,2013,2013,Suppressed,76520,Suppressed,Suppressed,Suppressed,55886.0,11.7,7.7,56.9,
1115,1115,"Somerset County, PA",42111,2014,2014,Suppressed,76218,Suppressed,Suppressed,Suppressed,59939.0,12.1,5.4,55.1,
1116,1116,"Somerset County, PA",42111,2015,2015,Suppressed,75522,Suppressed,Suppressed,Suppressed,56112.0,14.1,6.4,54.6,
1117,1117,"Somerset County, PA",42111,2016,2016,12,75061,Unreliable,8.3,27.9,56742.0,13.4,6.0,53.4,0.0
1118,1118,"Somerset County, PA",42111,2017,2017,13,74501,Unreliable,9.3,29.8,58300.0,11.5,5.3,54.9,0.0
1119,1119,"Somerset County, PA",42111,2018,2018,Suppressed,73952,Suppressed,Suppressed,Suppressed,67581.0,10.6,5.0,53.7,14.36
1120,1120,"Sullivan County, PA",42113,1999,1999,Suppressed,6485,Suppressed,Suppressed,Suppressed,,,,,
1121,1121,"Sullivan County, PA",42113,2000,2000,Suppressed,6556,Suppressed,Suppressed,Suppressed,,,,,
1122,1122,"Sullivan County, PA",42113,2001,2001,Suppressed,6625,Suppressed,Suppressed,Suppressed,,,,,
1123,1123,"Sullivan County, PA",42113,2002,2002,Suppressed,6592,Suppressed,Suppressed,Suppressed,,,,,
1124,1124,"Sullivan County, PA",42113,2003,2003,Suppressed,6574,Suppressed,Suppressed,Suppressed,,,,,
1125,1125,"Sullivan County, PA",42113,2004,2004,Suppressed,6554,Suppressed,Suppressed,Suppressed,,,,,
1126,1126,"Sullivan County, PA",42113,2005,2005,Suppressed,6513,Suppressed,Suppressed,Suppressed,,,,,
1127,1127,"Sullivan County, PA",42113,2006,2006,Suppressed,6487,Suppressed,Suppressed,Suppressed,,,,,
1128,1128,"Sullivan County, PA",42113,2007,2007,Suppressed,6525,Suppressed,Suppressed,Suppressed,,,,,
1129,1129,"Sullivan County, PA",42113,2008,2008,Suppressed,6462,Suppressed,Suppressed,Suppressed,,,,,
1130,1130,"Sullivan County, PA",42113,2009,2009,Suppressed,6449,Suppressed,Suppressed,Suppressed,,,,,
1131,1131,"Sullivan County, PA",42113,2010,2010,Suppressed,6428,Suppressed,Suppressed,Suppressed,,,,,
1132,1132,"Sullivan County, PA",42113,2011,2011,Suppressed,6479,Suppressed,Suppressed,Suppressed,,,,,
1133,1133,"Sullivan County, PA",42113,2012,2012,Suppressed,6461,Suppressed,Suppressed,Suppressed,,,,,
1134,1134,"Sullivan County, PA",42113,2013,2013,Suppressed,6351,Suppressed,Suppressed,Suppressed,,,,,
1135,1135,"Sullivan County, PA",42113,2014,2014,Suppressed,6339,Suppressed,Suppressed,Suppressed,,,,,
1136,1136,"Sullivan County, PA",42113,2015,2015,Suppressed,6328,Suppressed,Suppressed,Suppressed,,,,,
1137,1137,"Sullivan County, PA",42113,2016,2016,Suppressed,6137,Suppressed,Suppressed,Suppressed,,,,,
1138,1138,"Sullivan County, PA",42113,2017,2017,Suppressed,6089,Suppressed,Suppressed,Suppressed,,,,,
1139,1139,"Sullivan County, PA",42113,2018,2018,Suppressed,6071,Suppressed,Suppressed,Suppressed,,,,,
1140,1140,"Susquehanna County, PA",42115,1999,1999,Suppressed,42165,Suppressed,Suppressed,Suppressed,,,,,
1141,1141,"Susquehanna County, PA",42115,2000,2000,Suppressed,42238,Suppressed,Suppressed,Suppressed,,,,,
1142,1142,"Susquehanna County, PA",42115,2001,2001,Suppressed,42483,Suppressed,Suppressed,Suppressed,,,,,
1143,1143,"Susquehanna County, PA",42115,2002,2002,Suppressed,42410,Suppressed,Suppressed,Suppressed,,,,,
1144,1144,"Susquehanna County, PA",42115,2003,2003,Suppressed,42685,Suppressed,Suppressed,Suppressed,,,,,
1145,1145,"Susquehanna County, PA",42115,2004,2004,Suppressed,42930,Suppressed,Suppressed,Suppressed,,,,,
1146,1146,"Susquehanna County, PA",42115,2005,2005,Suppressed,43219,Suppressed,Suppressed,Suppressed,,,,,
1147,1147,"Susquehanna County, PA",42115,2006,2006,Suppressed,43376,Suppressed,Suppressed,Suppressed,,,,,
1148,1148,"Susquehanna County, PA",42115,2007,2007,Suppressed,43310,Suppressed,Suppressed,Suppressed,,,,,
1149,1149,"Susquehanna County, PA",42115,2008,2008,Suppressed,43405,Suppressed,Suppressed,Suppressed,,,,,
1150,1150,"Susquehanna County, PA",42115,2009,2009,Suppressed,43346,Suppressed,Suppressed,Suppressed,,,,,
1151,1151,"Susquehanna County, PA",42115,2010,2010,Suppressed,43356,Suppressed,Suppressed,Suppressed,,,,,
1152,1152,"Susquehanna County, PA",42115,2011,2011,Suppressed,43192,Suppressed,Suppressed,Suppressed,,,,,
1153,1153,"Susquehanna County, PA",42115,2012,2012,Suppressed,42696,Suppressed,Suppressed,Suppressed,,,,,
1154,1154,"Susquehanna County, PA",42115,2013,2013,Suppressed,42286,Suppressed,Suppressed,Suppressed,,,,,
1155,1155,"Susquehanna County, PA",42115,2014,2014,16,41920,Unreliable,21.8,62,,,,,
1156,1156,"Susquehanna County, PA",42115,2015,2015,Suppressed,41666,Suppressed,Suppressed,Suppressed,,,,,
1157,1157,"Susquehanna County, PA",42115,2016,2016,11,40862,Unreliable,13.4,48.2,,,,,
1158,1158,"Susquehanna County, PA",42115,2017,2017,Suppressed,40985,Suppressed,Suppressed,Suppressed,,,,,0.0
1159,1159,"Susquehanna County, PA",42115,2018,2018,10,40589,Unreliable,11.8,45.3,,,,,0.0
1160,1160,"Tioga County, PA",42117,1999,1999,Suppressed,41454,Suppressed,Suppressed,Suppressed,,,,,
1161,1161,"Tioga County, PA",42117,2000,2000,Suppressed,41373,Suppressed,Suppressed,Suppressed,,,,,
1162,1162,"Tioga County, PA",42117,2001,2001,Suppressed,41496,Suppressed,Suppressed,Suppressed,,,,,
1163,1163,"Tioga County, PA",42117,2002,2002,Suppressed,41638,Suppressed,Suppressed,Suppressed,,,,,
1164,1164,"Tioga County, PA",42117,2003,2003,Suppressed,41676,Suppressed,Suppressed,Suppressed,,,,,
1165,1165,"Tioga County, PA",42117,2004,2004,Suppressed,41724,Suppressed,Suppressed,Suppressed,,,,,
1166,1166,"Tioga County, PA",42117,2005,2005,Suppressed,41579,Suppressed,Suppressed,Suppressed,,,,,
1167,1167,"Tioga County, PA",42117,2006,2006,Suppressed,41347,Suppressed,Suppressed,Suppressed,,,,,
1168,1168,"Tioga County, PA",42117,2007,2007,Suppressed,41371,Suppressed,Suppressed,Suppressed,,,,,
1169,1169,"Tioga County, PA",42117,2008,2008,Suppressed,41609,Suppressed,Suppressed,Suppressed,,,,,
1170,1170,"Tioga County, PA",42117,2009,2009,Suppressed,41818,Suppressed,Suppressed,Suppressed,,,,,
1171,1171,"Tioga County, PA",42117,2010,2010,Suppressed,41981,Suppressed,Suppressed,Suppressed,,,,,
1172,1172,"Tioga County, PA",42117,2011,2011,Suppressed,42419,Suppressed,Suppressed,Suppressed,,,,,
1173,1173,"Tioga County, PA",42117,2012,2012,Suppressed,42577,Suppressed,Suppressed,Suppressed,,,,,
1174,1174,"Tioga County, PA",42117,2013,2013,Suppressed,42463,Suppressed,Suppressed,Suppressed,,,,,
1175,1175,"Tioga County, PA",42117,2014,2014,Suppressed,42274,Suppressed,Suppressed,Suppressed,,,,,
1176,1176,"Tioga County, PA",42117,2015,2015,Suppressed,41877,Suppressed,Suppressed,Suppressed,,,,,
1177,1177,"Tioga County, PA",42117,2016,2016,Suppressed,41467,Suppressed,Suppressed,Suppressed,,,,,0.0
1178,1178,"Tioga County, PA",42117,2017,2017,Suppressed,40793,Suppressed,Suppressed,Suppressed,,,,,0.0
1179,1179,"Tioga County, PA",42117,2018,2018,Suppressed,40763,Suppressed,Suppressed,Suppressed,,,,,0.0
1180,1180,"Union County, PA",42119,1999,1999,Suppressed,41531,Suppressed,Suppressed,Suppressed,,,,,
1181,1181,"Union County, PA",42119,2000,2000,Suppressed,41624,Suppressed,Suppressed,Suppressed,,,,,
1182,1182,"Union County, PA",42119,2001,2001,Suppressed,42098,Suppressed,Suppressed,Suppressed,,,,,
1183,1183,"Union County, PA",42119,2002,2002,Suppressed,42372,Suppressed,Suppressed,Suppressed,,,,,
1184,1184,"Union County, PA",42119,2003,2003,Suppressed,42622,Suppressed,Suppressed,Suppressed,,,,,
1185,1185,"Union County, PA",42119,2004,2004,Suppressed,43287,Suppressed,Suppressed,Suppressed,,,,,
1186,1186,"Union County, PA",42119,2005,2005,Suppressed,43690,Suppressed,Suppressed,Suppressed,,,,,
1187,1187,"Union County, PA",42119,2006,2006,Suppressed,44666,Suppressed,Suppressed,Suppressed,,,,,
1188,1188,"Union County, PA",42119,2007,2007,Suppressed,44846,Suppressed,Suppressed,Suppressed,,,,,
1189,1189,"Union County, PA",42119,2008,2008,Suppressed,45057,Suppressed,Suppressed,Suppressed,,,,,
1190,1190,"Union County, PA",42119,2009,2009,Suppressed,44795,Suppressed,Suppressed,Suppressed,,,,,
1191,1191,"Union County, PA",42119,2010,2010,Suppressed,44947,Suppressed,Suppressed,Suppressed,,,,,
1192,1192,"Union County, PA",42119,2011,2011,Suppressed,44847,Suppressed,Suppressed,Suppressed,,,,,
1193,1193,"Union County, PA",42119,2012,2012,Suppressed,44952,Suppressed,Suppressed,Suppressed,,,,,
1194,1194,"Union County, PA",42119,2013,2013,Suppressed,44867,Suppressed,Suppressed,Suppressed,,,,,
1195,1195,"Union County, PA",42119,2014,2014,Suppressed,44874,Suppressed,Suppressed,Suppressed,,,,,
1196,1196,"Union County, PA",42119,2015,2015,Suppressed,44954,Suppressed,Suppressed,Suppressed,,,,,
1197,1197,"Union County, PA",42119,2016,2016,Suppressed,45565,Suppressed,Suppressed,Suppressed,,,,,8.44
1198,1198,"Union County, PA",42119,2017,2017,Suppressed,44595,Suppressed,Suppressed,Suppressed,,,,,13.48
1199,1199,"Union County, PA",42119,2018,2018,Suppressed,44785,Suppressed,Suppressed,Suppressed,,,,,10.483333333333334
1200,1200,"Venango County, PA",42121,1999,1999,Suppressed,57851,Suppressed,Suppressed,Suppressed,,,,,
1201,1201,"Venango County, PA",42121,2000,2000,Suppressed,57565,Suppressed,Suppressed,Suppressed,,,,,
1202,1202,"Venango County, PA",42121,2001,2001,Suppressed,57091,Suppressed,Suppressed,Suppressed,,,,,
1203,1203,"Venango County, PA",42121,2002,2002,Suppressed,56789,Suppressed,Suppressed,Suppressed,,,,,
1204,1204,"Venango County, PA",42121,2003,2003,Suppressed,56590,Suppressed,Suppressed,Suppressed,,,,,
1205,1205,"Venango County, PA",42121,2004,2004,Suppressed,56196,Suppressed,Suppressed,Suppressed,,,,,
1206,1206,"Venango County, PA",42121,2005,2005,Suppressed,56016,Suppressed,Suppressed,Suppressed,,,,,
1207,1207,"Venango County, PA",42121,2006,2006,Suppressed,55761,Suppressed,Suppressed,Suppressed,,,,,
1208,1208,"Venango County, PA",42121,2007,2007,Suppressed,55510,Suppressed,Suppressed,Suppressed,,,,,
1209,1209,"Venango County, PA",42121,2008,2008,Suppressed,55315,Suppressed,Suppressed,Suppressed,,,,,
1210,1210,"Venango County, PA",42121,2009,2009,Suppressed,55087,Suppressed,Suppressed,Suppressed,,,,,
1211,1211,"Venango County, PA",42121,2010,2010,Suppressed,54984,Suppressed,Suppressed,Suppressed,,,,,
1212,1212,"Venango County, PA",42121,2011,2011,Suppressed,54683,Suppressed,Suppressed,Suppressed,,,,,
