,Unnamed: 0,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Mean Household Income,Percent of Individuals Below Poverty Level,Unemployment Rate,Labor Force Participation Rate,ED Visit Rate
1213,1213,"Venango County, PA",42121,2012,2012,Suppressed,54272,Suppressed,Suppressed,Suppressed,,,,,
1214,1214,"Venango County, PA",42121,2013,2013,Suppressed,53907,Suppressed,Suppressed,Suppressed,,,,,
1215,1215,"Venango County, PA",42121,2014,2014,Suppressed,53529,Suppressed,Suppressed,Suppressed,,,,,
1216,1216,"Venango County, PA",42121,2015,2015,Suppressed,53119,Suppressed,Suppressed,Suppressed,,,,,
1217,1217,"Venango County, PA",42121,2016,2016,Suppressed,52582,Suppressed,Suppressed,Suppressed,,,,,7.0
1218,1218,"Venango County, PA",42121,2017,2017,Suppressed,51762,Suppressed,Suppressed,Suppressed,,,,,12.8325
1219,1219,"Venango County, PA",42121,2018,2018,Suppressed,51266,Suppressed,Suppressed,Suppressed,,,,,14.6225
1220,1220,"Warren County, PA",42123,1999,1999,Suppressed,44064,Suppressed,Suppressed,Suppressed,,,,,
1221,1221,"Warren County, PA",42123,2000,2000,Suppressed,43863,Suppressed,Suppressed,Suppressed,,,,,
1222,1222,"Warren County, PA",42123,2001,2001,Suppressed,43562,Suppressed,Suppressed,Suppressed,,,,,
1223,1223,"Warren County, PA",42123,2002,2002,Suppressed,43184,Suppressed,Suppressed,Suppressed,,,,,
1224,1224,"Warren County, PA",42123,2003,2003,Suppressed,42896,Suppressed,Suppressed,Suppressed,,,,,
1225,1225,"Warren County, PA",42123,2004,2004,Suppressed,42667,Suppressed,Suppressed,Suppressed,,,,,
1226,1226,"Warren County, PA",42123,2005,2005,Suppressed,42218,Suppressed,Suppressed,Suppressed,,,,,
1227,1227,"Warren County, PA",42123,2006,2006,Suppressed,41972,Suppressed,Suppressed,Suppressed,,,,,
1228,1228,"Warren County, PA",42123,2007,2007,Suppressed,41963,Suppressed,Suppressed,Suppressed,,,,,
1229,1229,"Warren County, PA",42123,2008,2008,Suppressed,41853,Suppressed,Suppressed,Suppressed,,,,,
1230,1230,"Warren County, PA",42123,2009,2009,Suppressed,41831,Suppressed,Suppressed,Suppressed,,,,,
1231,1231,"Warren County, PA",42123,2010,2010,Suppressed,41815,Suppressed,Suppressed,Suppressed,,,,,
1232,1232,"Warren County, PA",42123,2011,2011,Suppressed,41441,Suppressed,Suppressed,Suppressed,,,,,
1233,1233,"Warren County, PA",42123,2012,2012,Suppressed,41146,Suppressed,Suppressed,Suppressed,,,,,
1234,1234,"Warren County, PA",42123,2013,2013,Suppressed,40885,Suppressed,Suppressed,Suppressed,,,,,
1235,1235,"Warren County, PA",42123,2014,2014,Suppressed,40703,Suppressed,Suppressed,Suppressed,,,,,
1236,1236,"Warren County, PA",42123,2015,2015,Suppressed,40396,Suppressed,Suppressed,Suppressed,,,,,
1237,1237,"Warren County, PA",42123,2016,2016,Suppressed,40025,Suppressed,Suppressed,Suppressed,,,,,0.0
1238,1238,"Warren County, PA",42123,2017,2017,Suppressed,39659,Suppressed,Suppressed,Suppressed,,,,,0.0
1239,1239,"Warren County, PA",42123,2018,2018,Suppressed,39498,Suppressed,Suppressed,Suppressed,,,,,0.0
1240,1240,"Washington County, PA",42125,1999,1999,Suppressed,203078,Suppressed,Suppressed,Suppressed,,,,,
1241,1241,"Washington County, PA",42125,2000,2000,Suppressed,202897,Suppressed,Suppressed,Suppressed,,,,,
1242,1242,"Washington County, PA",42125,2001,2001,Suppressed,203179,Suppressed,Suppressed,Suppressed,,,,,
1243,1243,"Washington County, PA",42125,2002,2002,14,203104,Unreliable,3.8,11.6,,,,,
1244,1244,"Washington County, PA",42125,2003,2003,20,203859,9.8,6,15.2,,,,,
1245,1245,"Washington County, PA",42125,2004,2004,22,204090,10.8,6.8,16.3,,,,,
1246,1246,"Washington County, PA",42125,2005,2005,14,205359,Unreliable,3.7,11.4,,,,,
1247,1247,"Washington County, PA",42125,2006,2006,14,205992,Unreliable,3.7,11.4,,,,,
1248,1248,"Washington County, PA",42125,2007,2007,16,206259,Unreliable,4.4,12.6,,,,,
1249,1249,"Washington County, PA",42125,2008,2008,16,207240,Unreliable,4.4,12.5,,,,,
1250,1250,"Washington County, PA",42125,2009,2009,11,207571,Unreliable,2.6,9.5,,,,,
1251,1251,"Washington County, PA",42125,2010,2010,27,207820,13,8.6,18.9,63139.0,10.1,9.6,62.5,
1252,1252,"Washington County, PA",42125,2011,2011,38,208282,18.2,12.9,25,66655.0,10.4,7.7,62.8,
1253,1253,"Washington County, PA",42125,2012,2012,24,208716,11.5,7.4,17.1,71155.0,10.5,6.7,62.6,
1254,1254,"Washington County, PA",42125,2013,2013,42,208206,20.2,14.5,27.3,70843.0,10.8,7.4,62.7,
1255,1255,"Washington County, PA",42125,2014,2014,30,208187,14.4,9.7,20.6,75486.0,10.4,4.7,60.2,
1256,1256,"Washington County, PA",42125,2015,2015,56,208261,26.9,20.3,34.9,78572.0,9.9,6.3,61.1,
1257,1257,"Washington County, PA",42125,2016,2016,104,207981,50,40.4,59.6,78066.0,9.3,5.6,60.0,34.595
1258,1258,"Washington County, PA",42125,2017,2017,102,207298,49.2,39.7,58.8,84471.0,8.9,4.6,61.8,27.29
1259,1259,"Washington County, PA",42125,2018,2018,70,207346,33.8,26.3,42.7,84968.0,8.5,4.3,63.0,12.7075
1260,1260,"Wayne County, PA",42127,1999,1999,Suppressed,47133,Suppressed,Suppressed,Suppressed,,,,,
1261,1261,"Wayne County, PA",42127,2000,2000,Suppressed,47722,Suppressed,Suppressed,Suppressed,,,,,
1262,1262,"Wayne County, PA",42127,2001,2001,Suppressed,47994,Suppressed,Suppressed,Suppressed,,,,,
1263,1263,"Wayne County, PA",42127,2002,2002,Suppressed,48330,Suppressed,Suppressed,Suppressed,,,,,
1264,1264,"Wayne County, PA",42127,2003,2003,Suppressed,48938,Suppressed,Suppressed,Suppressed,,,,,
1265,1265,"Wayne County, PA",42127,2004,2004,10,49423,Unreliable,9.7,37.2,,,,,
1266,1266,"Wayne County, PA",42127,2005,2005,Suppressed,50409,Suppressed,Suppressed,Suppressed,,,,,
1267,1267,"Wayne County, PA",42127,2006,2006,Suppressed,52031,Suppressed,Suppressed,Suppressed,,,,,
1268,1268,"Wayne County, PA",42127,2007,2007,Suppressed,52341,Suppressed,Suppressed,Suppressed,,,,,
1269,1269,"Wayne County, PA",42127,2008,2008,Suppressed,51692,Suppressed,Suppressed,Suppressed,,,,,
1270,1270,"Wayne County, PA",42127,2009,2009,Suppressed,52552,Suppressed,Suppressed,Suppressed,,,,,
1271,1271,"Wayne County, PA",42127,2010,2010,Suppressed,52822,Suppressed,Suppressed,Suppressed,,,,,
1272,1272,"Wayne County, PA",42127,2011,2011,Suppressed,53004,Suppressed,Suppressed,Suppressed,,,,,
1273,1273,"Wayne County, PA",42127,2012,2012,12,51955,Unreliable,11.9,40.3,,,,,
1274,1274,"Wayne County, PA",42127,2013,2013,Suppressed,51548,Suppressed,Suppressed,Suppressed,,,,,
1275,1275,"Wayne County, PA",42127,2014,2014,Suppressed,51401,Suppressed,Suppressed,Suppressed,,,,,
1276,1276,"Wayne County, PA",42127,2015,2015,14,51198,Unreliable,14.9,45.9,,,,,
1277,1277,"Wayne County, PA",42127,2016,2016,14,50710,Unreliable,15.1,46.3,,,,,
1278,1278,"Wayne County, PA",42127,2017,2017,14,51205,Unreliable,14.9,45.9,,,,,8.030000000000001
1279,1279,"Wayne County, PA",42127,2018,2018,14,51276,Unreliable,14.9,45.8,,,,,13.155000000000001
1280,1280,"Westmoreland County, PA",42129,1999,1999,Suppressed,371248,Suppressed,Suppressed,Suppressed,,,,,
1281,1281,"Westmoreland County, PA",42129,2000,2000,Suppressed,369993,Suppressed,Suppressed,Suppressed,,,,,
1282,1282,"Westmoreland County, PA",42129,2001,2001,10,368698,Unreliable,1.3,5,,,,,
1283,1283,"Westmoreland County, PA",42129,2002,2002,11,367680,Unreliable,1.5,5.4,,,,,
1284,1284,"Westmoreland County, PA",42129,2003,2003,24,367836,6.5,4.2,9.7,,,,,
1285,1285,"Westmoreland County, PA",42129,2004,2004,21,367281,5.7,3.5,8.7,,,,,
1286,1286,"Westmoreland County, PA",42129,2005,2005,32,366946,8.7,6,12.3,,,,,
1287,1287,"Westmoreland County, PA",42129,2006,2006,31,366559,8.5,5.7,12,,,,,
1288,1288,"Westmoreland County, PA",42129,2007,2007,18,366318,Unreliable,2.9,7.8,,,,,
1289,1289,"Westmoreland County, PA",42129,2008,2008,28,366058,7.6,5.1,11.1,,,,,
1290,1290,"Westmoreland County, PA",42129,2009,2009,46,365259,12.6,9.2,16.8,,,,,
1291,1291,"Westmoreland County, PA",42129,2010,2010,37,365169,10.1,7.1,14,58627.0,10.1,9.1,60.8,
1292,1292,"Westmoreland County, PA",42129,2011,2011,12,364471,Unreliable,1.7,5.8,63349.0,10.5,6.6,60.6,
1293,1293,"Westmoreland County, PA",42129,2012,2012,18,363395,Unreliable,2.9,7.8,63866.0,10.8,6.1,62.0,
1294,1294,"Westmoreland County, PA",42129,2013,2013,15,362437,Unreliable,2.3,6.8,67909.0,10.6,6.3,60.3,
1295,1295,"Westmoreland County, PA",42129,2014,2014,17,359320,Unreliable,2.8,7.6,68552.0,9.9,5.3,61.9,
1296,1296,"Westmoreland County, PA",42129,2015,2015,13,357956,Unreliable,1.9,6.2,73391.0,11.4,4.6,60.2,
1297,1297,"Westmoreland County, PA",42129,2016,2016,33,355458,9.3,6.4,13,72166.0,9.6,5.2,59.8,
1298,1298,"Westmoreland County, PA",42129,2017,2017,22,352627,6.2,3.9,9.4,77305.0,9.9,3.9,61.7,0.0
1299,1299,"Westmoreland County, PA",42129,2018,2018,18,350611,Unreliable,3,8.1,77136.0,9.0,3.6,60.6,16.075
1300,1300,"Wyoming County, PA",42131,1999,1999,Suppressed,28268,Suppressed,Suppressed,Suppressed,,,,,
1301,1301,"Wyoming County, PA",42131,2000,2000,Suppressed,28080,Suppressed,Suppressed,Suppressed,,,,,
1302,1302,"Wyoming County, PA",42131,2001,2001,Suppressed,28119,Suppressed,Suppressed,Suppressed,,,,,
1303,1303,"Wyoming County, PA",42131,2002,2002,Suppressed,28011,Suppressed,Suppressed,Suppressed,,,,,
1304,1304,"Wyoming County, PA",42131,2003,2003,Suppressed,28074,Suppressed,Suppressed,Suppressed,,,,,
1305,1305,"Wyoming County, PA",42131,2004,2004,Suppressed,28195,Suppressed,Suppressed,Suppressed,,,,,
1306,1306,"Wyoming County, PA",42131,2005,2005,Suppressed,28160,Suppressed,Suppressed,Suppressed,,,,,
1307,1307,"Wyoming County, PA",42131,2006,2006,Suppressed,28194,Suppressed,Suppressed,Suppressed,,,,,
1308,1308,"Wyoming County, PA",42131,2007,2007,Suppressed,28287,Suppressed,Suppressed,Suppressed,,,,,
1309,1309,"Wyoming County, PA",42131,2008,2008,Suppressed,28294,Suppressed,Suppressed,Suppressed,,,,,
1310,1310,"Wyoming County, PA",42131,2009,2009,Suppressed,28268,Suppressed,Suppressed,Suppressed,,,,,
1311,1311,"Wyoming County, PA",42131,2010,2010,Suppressed,28276,Suppressed,Suppressed,Suppressed,,,,,
1312,1312,"Wyoming County, PA",42131,2011,2011,Suppressed,28406,Suppressed,Suppressed,Suppressed,,,,,
1313,1313,"Wyoming County, PA",42131,2012,2012,Suppressed,28125,Suppressed,Suppressed,Suppressed,,,,,
1314,1314,"Wyoming County, PA",42131,2013,2013,Suppressed,28003,Suppressed,Suppressed,Suppressed,,,,,
1315,1315,"Wyoming County, PA",42131,2014,2014,Suppressed,28131,Suppressed,Suppressed,Suppressed,,,,,
1316,1316,"Wyoming County, PA",42131,2015,2015,Suppressed,27800,Suppressed,Suppressed,Suppressed,,,,,
1317,1317,"Wyoming County, PA",42131,2016,2016,Suppressed,27521,Suppressed,Suppressed,Suppressed,,,,,
1318,1318,"Wyoming County, PA",42131,2017,2017,10,27322,Unreliable,17.6,67.3,,,,,
1319,1319,"Wyoming County, PA",42131,2018,2018,11,27046,Unreliable,20.3,72.8,,,,,
1320,1320,"York County, PA",42133,1999,1999,Suppressed,378905,Suppressed,Suppressed,Suppressed,,,,,
1321,1321,"York County, PA",42133,2000,2000,15,381751,Unreliable,2.2,6.5,,,,,
1322,1322,"York County, PA",42133,2001,2001,Suppressed,385773,Suppressed,Suppressed,Suppressed,,,,,
1323,1323,"York County, PA",42133,2002,2002,Suppressed,389692,Suppressed,Suppressed,Suppressed,,,,,
1324,1324,"York County, PA",42133,2003,2003,Suppressed,395093,Suppressed,Suppressed,Suppressed,,,,,
1325,1325,"York County, PA",42133,2004,2004,15,401403,Unreliable,2.1,6.2,,,,,
1326,1326,"York County, PA",42133,2005,2005,Suppressed,409066,Suppressed,Suppressed,Suppressed,,,,,
1327,1327,"York County, PA",42133,2006,2006,10,418043,Unreliable,1.1,4.4,,,,,
1328,1328,"York County, PA",42133,2007,2007,Suppressed,424919,Suppressed,Suppressed,Suppressed,,,,,
1329,1329,"York County, PA",42133,2008,2008,Suppressed,429399,Suppressed,Suppressed,Suppressed,,,,,
1330,1330,"York County, PA",42133,2009,2009,12,433022,Unreliable,1.4,4.8,,,,,
1331,1331,"York County, PA",42133,2010,2010,15,434972,Unreliable,1.9,5.7,67892.0,9.2,9.7,69.4,
1332,1332,"York County, PA",42133,2011,2011,16,436770,Unreliable,2.1,5.9,68310.0,11.1,9.7,67.5,
1333,1333,"York County, PA",42133,2012,2012,24,437846,5.5,3.5,8.2,67679.0,10.7,8.3,66.1,
1334,1334,"York County, PA",42133,2013,2013,23,438965,5.2,3.3,7.9,71587.0,11.0,7.8,67.5,
1335,1335,"York County, PA",42133,2014,2014,53,440755,12,9,15.7,73379.0,10.2,5.9,66.2,
1336,1336,"York County, PA",42133,2015,2015,57,442867,12.9,9.7,16.7,73339.0,10.7,5.1,66.1,
1337,1337,"York County, PA",42133,2016,2016,46,443744,10.4,7.6,13.8,75945.0,9.9,4.3,64.7,17.39
1338,1338,"York County, PA",42133,2017,2017,76,446078,17,13.4,21.3,79562.0,9.5,4.9,65.9,19.485
1339,1339,"York County, PA",42133,2018,2018,66,448273,14.7,11.4,18.7,83566.0,8.7,4.5,64.9,30.5175
