"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"0500000US42001","Adams County, Pennsylvania","101546","*****"
"0500000US42003","Allegheny County, Pennsylvania","1231527","*****"
"0500000US42005","Armstrong County, Pennsylvania","68107","*****"
"0500000US42007","Beaver County, Pennsylvania","170115","*****"
"0500000US42011","Berks County, Pennsylvania","413521","*****"
"0500000US42013","Blair County, Pennsylvania","126314","*****"
"0500000US42017","Bucks County, Pennsylvania","626976","*****"
"0500000US42019","Butler County, Pennsylvania","185476","*****"
"0500000US42021","Cambria County, Pennsylvania","140499","*****"
"0500000US42025","Carbon County, Pennsylvania","64786","*****"
"0500000US42027","Centre County, Pennsylvania","155403","*****"
"0500000US42029","Chester County, Pennsylvania","509468","*****"
"0500000US42033","Clearfield County, Pennsylvania","81174","*****"
"0500000US42037","Columbia County, Pennsylvania","66797","*****"
"0500000US42039","Crawford County, Pennsylvania","87376","*****"
"0500000US42041","Cumberland County, Pennsylvania","241212","*****"
"0500000US42043","Dauphin County, Pennsylvania","270937","*****"
"0500000US42045","Delaware County, Pennsylvania","561973","*****"
"0500000US42049","Erie County, Pennsylvania","280294","*****"
"0500000US42051","Fayette County, Pennsylvania","134999","*****"
"0500000US42055","Franklin County, Pennsylvania","152085","*****"
"0500000US42063","Indiana County, Pennsylvania","87745","*****"
"0500000US42069","Lackawanna County, Pennsylvania","213931","*****"
"0500000US42071","Lancaster County, Pennsylvania","529600","*****"
"0500000US42073","Lawrence County, Pennsylvania","89333","*****"
"0500000US42075","Lebanon County, Pennsylvania","135486","*****"
"0500000US42079","Luzerne County, Pennsylvania","320103","*****"
"0500000US42081","Lycoming County, Pennsylvania","116754","*****"
"0500000US42085","Mercer County, Pennsylvania","115195","*****"
"0500000US42089","Monroe County, Pennsylvania","167148","*****"
"0500000US42091","Montgomery County, Pennsylvania","812376","*****"
"0500000US42095","Northampton County, Pennsylvania","299791","*****"
"0500000US42097","Northumberland County, Pennsylvania","94076","*****"
"0500000US42101","Philadelphia County, Pennsylvania","1553165","*****"
"0500000US42107","Schuylkill County, Pennsylvania","146920","*****"
"0500000US42111","Somerset County, Pennsylvania","76520","*****"
"0500000US42125","Washington County, Pennsylvania","208206","*****"
"0500000US42129","Westmoreland County, Pennsylvania","362437","*****"
"0500000US42133","York County, Pennsylvania","438965","*****"
