"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"0500000US42001","Adams County, Pennsylvania","101137","*****"
"0500000US42003","Allegheny County, Pennsylvania","1223525","*****"
"0500000US42005","Armstrong County, Pennsylvania","69208","*****"
"0500000US42007","Beaver County, Pennsylvania","171027","*****"
"0500000US42009","Bedford County, Pennsylvania","49864","*****"
"0500000US42011","Berks County, Pennsylvania","409624","*****"
"0500000US42013","Blair County, Pennsylvania","127090","*****"
"0500000US42015","Bradford County, Pennsylvania","62522","*****"
"0500000US42017","Bucks County, Pennsylvania","624351","*****"
"0500000US42019","Butler County, Pennsylvania","183317","*****"
"0500000US42021","Cambria County, Pennsylvania","144489","*****"
"0500000US42023","Cameron County, Pennsylvania","5130","*****"
"0500000US42025","Carbon County, Pennsylvania","64974","*****"
"0500000US42027","Centre County, Pennsylvania","152689","*****"
"0500000US42029","Chester County, Pennsylvania","495651","*****"
"0500000US42031","Clarion County, Pennsylvania","40178","*****"
"0500000US42033","Clearfield County, Pennsylvania","81954","*****"
"0500000US42035","Clinton County, Pennsylvania","39015","*****"
"0500000US42037","Columbia County, Pennsylvania","67020","*****"
"0500000US42039","Crawford County, Pennsylvania","89058","*****"
"0500000US42041","Cumberland County, Pennsylvania","233726","*****"
"0500000US42043","Dauphin County, Pennsylvania","266576","*****"
"0500000US42045","Delaware County, Pennsylvania","557648","*****"
"0500000US42047","Elk County, Pennsylvania","32233","*****"
"0500000US42049","Erie County, Pennsylvania","279824","*****"
"0500000US42051","Fayette County, Pennsylvania","137803","*****"
"0500000US42053","Forest County, Pennsylvania","7600","*****"
"0500000US42055","Franklin County, Pennsylvania","148239","*****"
"0500000US42057","Fulton County, Pennsylvania","14858","*****"
"0500000US42059","Greene County, Pennsylvania","38895","*****"
"0500000US42061","Huntingdon County, Pennsylvania","45898","*****"
"0500000US42063","Indiana County, Pennsylvania","88997","*****"
"0500000US42065","Jefferson County, Pennsylvania","45173","*****"
"0500000US42067","Juniata County, Pennsylvania","24439","*****"
"0500000US42069","Lackawanna County, Pennsylvania","214057","*****"
"0500000US42071","Lancaster County, Pennsylvania","515817","*****"
"0500000US42073","Lawrence County, Pennsylvania","91341","*****"
"0500000US42075","Lebanon County, Pennsylvania","132550","*****"
"0500000US42079","Luzerne County, Pennsylvania","319897","*****"
"0500000US42081","Lycoming County, Pennsylvania","116335","*****"
"0500000US42083","McKean County, Pennsylvania","43642","*****"
"0500000US42085","Mercer County, Pennsylvania","116939","*****"
"0500000US42087","Mifflin County, Pennsylvania","46671","*****"
"0500000US42089","Monroe County, Pennsylvania","169050","*****"
"0500000US42091","Montgomery County, Pennsylvania","794921","*****"
"0500000US42093","Montour County, Pennsylvania","18193","*****"
"0500000US42095","Northampton County, Pennsylvania","296323","*****"
"0500000US42097","Northumberland County, Pennsylvania","94321","*****"
"0500000US42099","Perry County, Pennsylvania","45785","*****"
"0500000US42101","Philadelphia County, Pennsylvania","1514456","*****"
"0500000US42103","Pike County, Pennsylvania","57242","*****"
"0500000US42105","Potter County, Pennsylvania","17487","*****"
"0500000US42107","Schuylkill County, Pennsylvania","148195","*****"
"0500000US42109","Snyder County, Pennsylvania","39597","*****"
"0500000US42111","Somerset County, Pennsylvania","77946","*****"
"0500000US42113","Sullivan County, Pennsylvania","6469","*****"
"0500000US42115","Susquehanna County, Pennsylvania","43311","*****"
"0500000US42117","Tioga County, Pennsylvania","41850","*****"
"0500000US42119","Union County, Pennsylvania","44872","*****"
"0500000US42121","Venango County, Pennsylvania","55106","*****"
"0500000US42123","Warren County, Pennsylvania","41771","*****"
"0500000US42125","Washington County, Pennsylvania","207451","*****"
"0500000US42127","Wayne County, Pennsylvania","52477","*****"
"0500000US42129","Westmoreland County, Pennsylvania","365438","*****"
"0500000US42131","Wyoming County, Pennsylvania","28333","*****"
"0500000US42133","York County, Pennsylvania","431967","*****"
