"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"0500000US42001","Adams County, Pennsylvania","102336","*****"
"0500000US42003","Allegheny County, Pennsylvania","1223048","*****"
"0500000US42005","Armstrong County, Pennsylvania","65642","*****"
"0500000US42007","Beaver County, Pennsylvania","166140","*****"
"0500000US42011","Berks County, Pennsylvania","417854","*****"
"0500000US42013","Blair County, Pennsylvania","123457","*****"
"0500000US42017","Bucks County, Pennsylvania","628341","*****"
"0500000US42019","Butler County, Pennsylvania","187108","*****"
"0500000US42021","Cambria County, Pennsylvania","133054","*****"
"0500000US42025","Carbon County, Pennsylvania","63853","*****"
"0500000US42027","Centre County, Pennsylvania","162660","*****"
"0500000US42029","Chester County, Pennsylvania","519293","*****"
"0500000US42033","Clearfield County, Pennsylvania","79685","*****"
"0500000US42037","Columbia County, Pennsylvania","65932","*****"
"0500000US42039","Crawford County, Pennsylvania","86159","*****"
"0500000US42041","Cumberland County, Pennsylvania","250066","*****"
"0500000US42043","Dauphin County, Pennsylvania","275710","*****"
"0500000US42045","Delaware County, Pennsylvania","564696","*****"
"0500000US42049","Erie County, Pennsylvania","274541","*****"
"0500000US42051","Fayette County, Pennsylvania","131504","*****"
"0500000US42055","Franklin County, Pennsylvania","154234","*****"
"0500000US42063","Indiana County, Pennsylvania","84953","*****"
"0500000US42069","Lackawanna County, Pennsylvania","210761","*****"
"0500000US42071","Lancaster County, Pennsylvania","542903","*****"
"0500000US42073","Lawrence County, Pennsylvania","87069","*****"
"0500000US42075","Lebanon County, Pennsylvania","139754","*****"
"0500000US42079","Luzerne County, Pennsylvania","317343","*****"
"0500000US42081","Lycoming County, Pennsylvania","113841","*****"
"0500000US42085","Mercer County, Pennsylvania","111750","*****"
"0500000US42089","Monroe County, Pennsylvania","168046","*****"
"0500000US42091","Montgomery County, Pennsylvania","826075","*****"
"0500000US42095","Northampton County, Pennsylvania","303405","*****"
"0500000US42097","Northumberland County, Pennsylvania","92029","*****"
"0500000US42101","Philadelphia County, Pennsylvania","1580863","*****"
"0500000US42107","Schuylkill County, Pennsylvania","142569","*****"
"0500000US42111","Somerset County, Pennsylvania","74501","*****"
"0500000US42125","Washington County, Pennsylvania","207298","*****"
"0500000US42129","Westmoreland County, Pennsylvania","352627","*****"
"0500000US42133","York County, Pennsylvania","446078","*****"
