"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"0500000US42001","Adams County, Pennsylvania","101714","*****"
"0500000US42003","Allegheny County, Pennsylvania","1231255","*****"
"0500000US42005","Armstrong County, Pennsylvania","67785","*****"
"0500000US42007","Beaver County, Pennsylvania","169392","*****"
"0500000US42011","Berks County, Pennsylvania","413691","*****"
"0500000US42013","Blair County, Pennsylvania","125955","*****"
"0500000US42017","Bucks County, Pennsylvania","626685","*****"
"0500000US42019","Butler County, Pennsylvania","185943","*****"
"0500000US42021","Cambria County, Pennsylvania","137732","*****"
"0500000US42025","Carbon County, Pennsylvania","64441","*****"
"0500000US42027","Centre County, Pennsylvania","158742","*****"
"0500000US42029","Chester County, Pennsylvania","512784","*****"
"0500000US42033","Clearfield County, Pennsylvania","81191","*****"
"0500000US42037","Columbia County, Pennsylvania","67122","*****"
"0500000US42039","Crawford County, Pennsylvania","87175","*****"
"0500000US42041","Cumberland County, Pennsylvania","243762","*****"
"0500000US42043","Dauphin County, Pennsylvania","271453","*****"
"0500000US42045","Delaware County, Pennsylvania","562960","*****"
"0500000US42049","Erie County, Pennsylvania","278443","*****"
"0500000US42051","Fayette County, Pennsylvania","134086","*****"
"0500000US42055","Franklin County, Pennsylvania","152892","*****"
"0500000US42063","Indiana County, Pennsylvania","87706","*****"
"0500000US42069","Lackawanna County, Pennsylvania","212719","*****"
"0500000US42071","Lancaster County, Pennsylvania","533320","*****"
"0500000US42073","Lawrence County, Pennsylvania","88771","*****"
"0500000US42075","Lebanon County, Pennsylvania","136359","*****"
"0500000US42079","Luzerne County, Pennsylvania","318829","*****"
"0500000US42081","Lycoming County, Pennsylvania","116508","*****"
"0500000US42085","Mercer County, Pennsylvania","114884","*****"
"0500000US42089","Monroe County, Pennsylvania","166314","*****"
"0500000US42091","Montgomery County, Pennsylvania","816857","*****"
"0500000US42095","Northampton County, Pennsylvania","300654","*****"
"0500000US42097","Northumberland County, Pennsylvania","93944","*****"
"0500000US42101","Philadelphia County, Pennsylvania","1560297","*****"
"0500000US42107","Schuylkill County, Pennsylvania","145797","*****"
"0500000US42111","Somerset County, Pennsylvania","76218","*****"
"0500000US42125","Washington County, Pennsylvania","208187","*****"
"0500000US42129","Westmoreland County, Pennsylvania","359320","*****"
"0500000US42133","York County, Pennsylvania","440755","*****"
